Page_traffic,Unit_price,Units_sold,Segment,1_Star_Rating,2_Star_Rating,3_Star_Rating,4_Star_Rating,5_Star_Rating,Image_Count,Bullet_Count,Title_Count,Description_Length,num_unique_Search_Terms,Organic Search Rank,Num_of_Promotions,Sum of Spend,Online_Clicks,Online_Cost,Online_Impressions,num_unique_campaigns,Clicks_video,Cost_video,Impressions_video,num_unique_campaigns_offline,Units_sold>1000
2346.0,34.06617647058823,680,Makeup,142.0,97.0,278.0,589.0,3872.0,0.0,8.0,163.0,158.0,5.0,34.0,0.0,0.0,715.0,2639.736806551363,181324.0,2.0,0.0,0.0,0.0,0.0,0
2710.0,20.33772819472617,986,Makeup,57.0,51.0,111.0,188.0,1028.0,7.0,6.0,90.0,62.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2293.0,20.64294049008168,857,Makeup,79.0,54.0,167.0,250.0,1602.0,8.0,8.0,126.0,221.0,10.0,37.0,0.0,0.0,389.0,998.6111457084082,50009.0,2.0,0.0,0.0,0.0,0.0,0
3525.0,27.04369538077403,801,Makeup,35.0,14.0,30.0,0.0,0.0,11.0,6.0,67.0,125.0,2.0,25.0,0.0,0.0,864.0,3210.86338419646,156985.0,4.0,5379.0,61559.15,6156021.0,4.0,0
6072.0,23.03664921465969,1337,Skincare,126.0,91.0,247.0,505.0,3176.0,8.0,7.0,129.0,209.0,4.0,3.0,0.0,0.0,1187.0,2588.212520332439,160670.0,2.0,3479.0,40244.28,3856872.0,2.0,1
2709.0,24.57009345794393,963,Makeup,55.0,38.0,83.0,168.0,1109.0,8.0,7.0,118.0,209.0,0.0,19.0,0.0,0.0,1170.0,3374.457260403428,251343.0,4.0,0.0,0.0,0.0,0.0,0
2912.0,31.64411557434813,1419,Makeup,83.0,56.0,153.0,305.0,1991.0,0.0,6.0,81.0,108.0,0.0,38.0,0.0,0.0,1174.0,5564.988398509689,197884.0,4.0,0.0,0.0,0.0,0.0,1
4334.0,20.66974595842956,866,Makeup,0.0,0.0,0.0,0.0,0.0,13.0,5.0,82.0,59.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3479.0,40244.28,3856872.0,2.0,0
6467.0,20.47338403041825,1578,Skincare,0.0,0.0,0.0,0.0,0.0,0.0,6.0,76.0,96.0,2.0,3.0,0.0,0.0,1402.0,2226.840355540888,341740.0,2.0,0.0,0.0,0.0,0.0,1
3918.0,12.5028818443804,1388,Skincare,50.0,34.0,92.0,205.0,1494.0,0.0,8.0,163.0,158.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,77040.81,7539723.0,2.0,1
3017.0,20.00810810810811,1480,Makeup,0.0,11.0,20.0,74.0,421.0,0.0,6.0,79.0,99.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
613.0,9.583815028901734,1211,Skincare,14.0,9.0,0.0,74.0,533.0,0.0,8.0,167.0,158.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3581.0,22.50983477576711,1271,Hair Care,74.0,45.0,97.0,153.0,843.0,13.0,7.0,111.0,209.0,5.0,3.0,0.0,0.0,1005.0,3543.669445636727,158553.0,4.0,0.0,0.0,0.0,0.0,1
1742.0,28.41165413533835,532,Hair Care,98.0,82.0,216.0,448.0,2967.0,12.0,6.0,66.0,124.0,0.0,16.0,0.0,0.0,1311.0,4087.649239655434,265551.0,4.0,4330.0,56344.76,5344861.0,2.0,0
1034.0,21.8869395711501,513,Makeup,63.0,56.0,125.0,252.0,1566.0,11.0,7.0,85.0,209.0,0.0,9.0,1.0,294.8101824890192,0.0,0.0,0.0,0.0,9880.0,102695.19,8531176.0,4.0,0
3748.0,9.254857997010463,1338,Skincare,146.0,109.0,308.0,626.0,4066.0,0.0,8.0,173.0,158.0,3.0,3.0,0.0,0.0,764.0,2663.37967449201,99236.0,2.0,0.0,0.0,0.0,0.0,1
4612.0,9.640190627482129,1259,Skincare,100.0,77.0,208.0,428.0,2739.0,0.0,8.0,173.0,158.0,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,77040.81,7539723.0,2.0,1
4871.0,23.25349922239502,643,Skincare,41.0,29.0,69.0,121.0,919.0,9.0,8.0,127.0,221.0,5.0,27.0,0.0,0.0,2014.0,4232.326190253389,379711.0,2.0,0.0,0.0,0.0,0.0,0
3195.0,22.68454935622318,1398,Skincare,0.0,0.0,0.0,0.0,0.0,11.0,6.0,70.0,127.0,0.0,24.0,0.0,0.0,683.0,2442.339556269096,75930.0,2.0,4330.0,56344.76,5344861.0,4.0,1
6056.0,18.1768680445151,2516,Skincare,128.0,89.0,271.0,488.0,3299.0,10.0,7.0,151.0,186.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2929.0,17.05477621910488,1497,Makeup,95.0,65.0,193.0,385.0,2795.0,5.0,5.0,81.0,57.0,11.0,42.0,0.0,0.0,388.0,1054.419949152523,76259.0,2.0,3479.0,40244.28,3856872.0,2.0,1
5340.0,22.40557939914163,1398,Makeup,35.0,14.0,30.0,0.0,0.0,11.0,6.0,67.0,125.0,2.0,37.0,0.0,0.0,458.0,1757.962721943642,55686.0,4.0,0.0,0.0,0.0,0.0,1
3276.0,22.94238448374216,1753,Makeup,0.0,0.0,0.0,0.0,0.0,7.0,8.0,127.0,221.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3959.0,16.06902452937821,1753,Makeup,0.0,0.0,0.0,0.0,0.0,12.0,7.0,131.0,209.0,1.0,29.0,0.0,0.0,830.0,3033.990208268925,171190.0,2.0,10309.0,111171.56,9223813.0,6.0,1
2332.0,33.42056074766355,749,Makeup,38.0,25.0,80.0,172.0,1247.0,8.0,6.0,84.0,63.0,4.0,31.0,0.0,0.0,627.0,1791.732895976894,117972.0,4.0,0.0,0.0,0.0,0.0,0
2981.0,18.71037037037037,1350,Makeup,99.0,80.0,225.0,468.0,3054.0,9.0,8.0,126.0,221.0,10.0,16.0,0.0,0.0,839.0,4092.036453454596,125924.0,2.0,11413.0,125721.77,10372142.0,6.0,1
3925.0,18.20348837209302,516,Skincare,26.0,12.0,35.0,118.0,805.0,9.0,6.0,84.0,63.0,7.0,24.0,0.0,0.0,1186.0,2171.589135019805,305449.0,2.0,0.0,0.0,0.0,0.0,0
898.0,22.73812949640288,695,Skincare,35.0,25.0,73.0,161.0,1036.0,10.0,6.0,72.0,129.0,0.0,28.0,1.0,402.3836964797126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4490.0,37.63682432432432,592,Hair Care,15.0,0.0,0.0,0.0,0.0,9.0,6.0,88.0,61.0,3.0,12.0,0.0,0.0,1323.0,3388.424623653644,264575.0,2.0,0.0,0.0,0.0,0.0,0
2438.0,27.22010398613518,577,Hair Care,21.0,17.0,39.0,57.0,295.0,4.0,6.0,135.0,59.0,6.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2170.0,34.82991202346041,1023,Makeup,34.0,21.0,64.0,96.0,692.0,3.0,6.0,85.0,62.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3474.0,16.08499566348656,1153,Makeup,48.0,48.0,109.0,250.0,1659.0,12.0,6.0,86.0,65.0,2.0,4.0,0.0,0.0,399.0,993.0437906761091,52307.0,2.0,6375.0,77040.81,7539723.0,2.0,1
4154.0,17.62159329140461,954,Hair Care,142.0,100.0,300.0,652.0,4306.0,11.0,7.0,120.0,196.0,6.0,34.0,0.0,0.0,580.0,2500.503914958699,103569.0,2.0,0.0,0.0,0.0,0.0,0
1312.0,23.45990180032733,611,Makeup,108.0,88.0,256.0,499.0,3179.0,8.0,8.0,125.0,75.0,5.0,3.0,0.0,0.0,1140.0,5439.528709965842,74018.0,4.0,0.0,0.0,0.0,0.0,0
2777.0,17.95202702702703,1480,Hair Care,106.0,78.0,233.0,474.0,3336.0,8.0,8.0,125.0,221.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3253.0,21.69788732394366,1420,Makeup,76.0,67.0,177.0,357.0,2316.0,8.0,8.0,125.0,75.0,2.0,10.0,1.0,190.7704540679052,0.0,0.0,0.0,0.0,6375.0,77040.81,7539723.0,2.0,1
882.0,16.90602655771195,979,Makeup,93.0,69.0,168.0,349.0,2345.0,14.0,6.0,92.0,196.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4183.0,24.43717472118959,1345,Skincare,155.0,113.0,322.0,636.0,4152.0,2.0,7.0,115.0,209.0,8.0,3.0,0.0,0.0,1191.0,4818.522872706486,215558.0,4.0,0.0,0.0,0.0,0.0,1
188.0,20.90566037735849,0,Makeup,0.0,0.0,0.0,0.0,0.0,14.0,6.0,90.0,64.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4544.0,13.26677231907026,1893,Makeup,98.0,49.0,136.0,249.0,1646.0,10.0,6.0,86.0,65.0,3.0,14.0,0.0,0.0,705.0,1907.34711333949,128051.0,2.0,0.0,0.0,0.0,0.0,1
5871.0,25.04010025062657,1596,Makeup,71.0,45.0,103.0,167.0,924.0,10.0,7.0,113.0,209.0,0.0,17.0,0.0,0.0,2033.0,4535.236120470463,460412.0,2.0,0.0,0.0,0.0,0.0,1
1832.0,19.09438775510204,784,Makeup,39.0,25.0,82.0,113.0,785.0,7.0,8.0,125.0,221.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,77040.81,7539723.0,2.0,0
2417.0,36.20701754385965,855,Makeup,141.0,104.0,291.0,547.0,3402.0,0.0,6.0,79.0,100.0,8.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,10801.0,118307.34,9990498.0,6.0,0
2921.0,16.32352941176471,884,Makeup,25.0,21.0,54.0,91.0,521.0,0.0,6.0,82.0,105.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4172.0,19.13715146948003,1327,Makeup,65.0,47.0,85.0,175.0,1004.0,16.0,8.0,162.0,158.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11303.0,118307.34,9990498.0,4.0,1
897.0,21.41353936718175,1359,Skincare,44.0,26.0,71.0,135.0,931.0,8.0,6.0,94.0,59.0,4.0,14.0,0.0,0.0,410.0,1030.131798994914,50008.0,2.0,0.0,0.0,0.0,0.0,1
4043.0,25.53449583017438,1319,Makeup,0.0,0.0,0.0,0.0,0.0,13.0,5.0,82.0,59.0,1.0,21.0,0.0,0.0,869.0,4405.094849761253,160331.0,2.0,0.0,0.0,0.0,0.0,1
472.0,21.38845144356955,1143,Skincare,27.0,20.0,48.0,84.0,561.0,8.0,6.0,94.0,59.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,77040.81,7539723.0,2.0,1
2149.0,29.06727272727273,1100,Makeup,110.0,69.0,194.0,389.0,2187.0,0.0,6.0,86.0,116.0,5.0,17.0,0.0,0.0,771.0,3319.755129388122,173136.0,2.0,0.0,0.0,0.0,0.0,1
4994.0,15.0951239008793,1251,Makeup,102.0,60.0,154.0,217.0,997.0,0.0,8.0,167.0,57.0,5.0,36.0,0.0,0.0,652.0,1714.467431430167,138530.0,2.0,0.0,0.0,0.0,0.0,1
2017.0,20.35820895522388,670,Makeup,28.0,10.0,45.0,80.0,614.0,0.0,6.0,81.0,108.0,2.0,26.0,0.0,0.0,1221.0,3230.283892417165,170198.0,2.0,0.0,0.0,0.0,0.0,0
119.0,27.85145317545748,929,Hair Care,18.0,12.0,40.0,107.0,689.0,0.0,8.0,162.0,158.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,77040.81,7539723.0,2.0,0
1536.0,43.27491408934708,873,Makeup,104.0,67.0,182.0,299.0,1744.0,10.0,7.0,113.0,209.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4876.0,13.28826815642458,1790,Makeup,0.0,0.0,0.0,0.0,0.0,9.0,8.0,126.0,221.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4749.0,14.32606263982103,1788,Skincare,193.0,137.0,390.0,803.0,5133.0,0.0,8.0,173.0,158.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4401.0,19.59239766081871,1710,Skincare,212.0,144.0,413.0,834.0,5342.0,0.0,8.0,173.0,158.0,6.0,9.0,0.0,0.0,907.0,3909.986645866175,118477.0,4.0,0.0,0.0,0.0,0.0,1
4486.0,21.5005359056806,933,Hair Care,71.0,54.0,150.0,337.0,2324.0,11.0,7.0,120.0,196.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2188.0,30.54370629370629,572,Skincare,72.0,48.0,126.0,272.0,1772.0,12.0,7.0,117.0,209.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3658.0,25.23405698778833,1474,Skincare,94.0,57.0,149.0,319.0,2270.0,7.0,8.0,126.0,221.0,2.0,3.0,0.0,0.0,925.0,4038.832327353904,243648.0,4.0,0.0,0.0,0.0,0.0,1
1023.0,24.2190847127556,1027,Makeup,57.0,39.0,114.0,229.0,1233.0,0.0,6.0,82.0,105.0,3.0,36.0,0.0,0.0,775.0,5201.805890175321,177401.0,4.0,0.0,0.0,0.0,0.0,1
6094.0,22.18803418803419,1404,Makeup,99.0,80.0,225.0,468.0,3054.0,9.0,8.0,126.0,221.0,15.0,45.0,1.0,325.9304020268582,1123.0,4783.712858171013,202320.0,2.0,5812.0,70287.25,7108033.0,2.0,1
5662.0,22.65737051792829,753,Makeup,64.0,47.0,124.0,257.0,1602.0,0.0,6.0,81.0,108.0,0.0,34.0,0.0,0.0,1497.0,3106.882703134341,282261.0,2.0,0.0,0.0,0.0,0.0,0
4071.0,17.50712589073634,842,Hair Care,94.0,67.0,184.0,372.0,2550.0,10.0,7.0,121.0,209.0,7.0,24.0,0.0,0.0,441.0,1096.303606291324,107485.0,2.0,0.0,0.0,0.0,0.0,0
4790.0,28.02307692307692,1040,Hair Care,59.0,44.0,113.0,235.0,1363.0,0.0,6.0,81.0,105.0,0.0,38.0,0.0,0.0,615.0,1612.831686299911,109766.0,2.0,0.0,0.0,0.0,0.0,1
4526.0,25.90360559234731,1359,Makeup,95.0,69.0,156.0,354.0,2201.0,6.0,6.0,81.0,108.0,8.0,32.0,0.0,0.0,1553.0,8624.110853921493,342048.0,6.0,0.0,0.0,0.0,0.0,1
4327.0,12.9393468118196,1929,Skincare,14.0,9.0,0.0,74.0,533.0,0.0,8.0,167.0,158.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4312.0,17.04174015285126,1701,Skincare,106.0,66.0,205.0,440.0,2996.0,0.0,8.0,163.0,158.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3202.0,9.420526793823797,1101,Makeup,0.0,0.0,0.0,0.0,0.0,12.0,7.0,131.0,209.0,6.0,35.0,1.0,119.5801759480222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2116.0,12.2319587628866,970,Makeup,29.0,18.0,40.0,63.0,365.0,0.0,6.0,80.0,104.0,1.0,3.0,0.0,0.0,902.0,2950.295184223829,138444.0,4.0,6149.0,77040.81,7539723.0,2.0,0
6213.0,22.4056,1250,Makeup,72.0,54.0,139.0,290.0,1743.0,0.0,6.0,81.0,108.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5114.0,20.43356273160402,1889,Skincare,99.0,72.0,194.0,453.0,3272.0,6.0,6.0,89.0,141.0,2.0,3.0,0.0,0.0,1182.0,6297.204605839517,262834.0,6.0,0.0,0.0,0.0,0.0,1
1639.0,37.17865429234339,431,Hair Care,79.0,64.0,168.0,350.0,2252.0,12.0,6.0,66.0,124.0,0.0,3.0,0.0,0.0,559.0,1717.247339781291,113932.0,2.0,11303.0,118307.34,9990498.0,4.0,0
5245.0,15.27463768115942,1380,Makeup,68.0,46.0,109.0,219.0,1496.0,5.0,5.0,91.0,59.0,1.0,5.0,1.0,504.4994641045997,0.0,0.0,0.0,0.0,4791.0,56344.76,5344861.0,2.0,1
4848.0,15.29371921182266,1624,Makeup,48.0,40.0,100.0,183.0,1305.0,5.0,7.0,117.0,209.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,77040.81,7539723.0,2.0,1
5639.0,20.2,720,Makeup,34.0,20.0,55.0,136.0,936.0,13.0,6.0,113.0,209.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
666.0,20.09952606635071,0,Skincare,67.0,53.0,93.0,187.0,1120.0,8.0,6.0,84.0,59.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3479.0,40244.28,3856872.0,2.0,0
1513.0,18.20494186046512,688,Makeup,16.0,14.0,32.0,54.0,269.0,9.0,8.0,126.0,221.0,0.0,3.0,1.0,134.5178519131739,0.0,0.0,0.0,0.0,3479.0,40244.28,3856872.0,2.0,0
2863.0,33.07990314769976,826,Makeup,46.0,34.0,46.0,56.0,0.0,9.0,8.0,126.0,221.0,1.0,5.0,0.0,0.0,1253.0,3428.936888994901,279566.0,2.0,3219.0,40244.28,3856872.0,2.0,0
4396.0,30.31128074639525,1179,Skincare,54.0,27.0,49.0,117.0,668.0,5.0,5.0,84.0,58.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4540.0,24.78604651162791,1290,Makeup,57.0,36.0,85.0,123.0,592.0,10.0,7.0,113.0,209.0,1.0,15.0,0.0,0.0,1316.0,2412.208773970772,450495.0,2.0,0.0,0.0,0.0,0.0,1
4650.0,20.72108843537415,1470,Skincare,146.0,107.0,288.0,553.0,3786.0,9.0,8.0,127.0,221.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3932.0,15.8411149825784,1435,Makeup,93.0,73.0,184.0,380.0,2500.0,9.0,8.0,124.0,221.0,4.0,29.0,0.0,0.0,626.0,999.2161263945228,115955.0,4.0,10579.0,111171.56,9223813.0,4.0,1
3458.0,34.60370009737098,1027,Makeup,104.0,67.0,182.0,299.0,1744.0,10.0,7.0,113.0,209.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3394.0,21.26258205689278,914,Hair Care,98.0,71.0,189.0,385.0,2612.0,10.0,7.0,121.0,209.0,2.0,21.0,0.0,0.0,467.0,1430.304622819942,91256.0,2.0,0.0,0.0,0.0,0.0,0
2569.0,18.34975369458128,812,Makeup,0.0,0.0,0.0,0.0,0.0,5.0,5.0,79.0,58.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4234.0,22.88295454545455,880,Makeup,94.0,65.0,187.0,403.0,2843.0,0.0,6.0,81.0,105.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3203.0,22.26002290950744,873,Makeup,75.0,55.0,128.0,241.0,1437.0,0.0,6.0,86.0,116.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1856.0,28.46005509641873,726,Makeup,55.0,38.0,83.0,168.0,1109.0,8.0,7.0,118.0,209.0,0.0,19.0,0.0,0.0,677.0,2010.174328849143,95771.0,4.0,0.0,0.0,0.0,0.0,0
1045.0,34.98135426889107,1019,Makeup,110.0,77.0,204.0,416.0,2938.0,16.0,7.0,139.0,123.0,5.0,21.0,1.0,1088.155237063934,732.0,1739.994133371265,216651.0,6.0,3479.0,40244.28,3856872.0,2.0,1
1794.0,24.84101748807631,629,Makeup,57.0,36.0,53.0,100.0,523.0,7.0,5.0,85.0,123.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6872.0,19.4948347107438,968,Makeup,72.0,59.0,139.0,254.0,1546.0,0.0,6.0,83.0,109.0,5.0,16.0,0.0,0.0,792.0,4296.947133722329,122576.0,2.0,0.0,0.0,0.0,0.0,0
4346.0,25.37453874538745,1084,Makeup,112.0,75.0,209.0,463.0,3243.0,0.0,6.0,81.0,105.0,6.0,39.0,0.0,0.0,889.0,2636.24108705328,67690.0,4.0,0.0,0.0,0.0,0.0,1
3961.0,15.84188911704312,974,Skincare,71.0,58.0,176.0,373.0,2430.0,0.0,6.0,75.0,177.0,8.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3439.0,18.02881236823612,1423,Makeup,65.0,47.0,85.0,175.0,1004.0,16.0,8.0,162.0,158.0,1.0,20.0,1.0,278.8506954958148,0.0,0.0,0.0,0.0,5379.0,61559.15,6156021.0,4.0,1
4145.0,22.07319391634981,1052,Skincare,54.0,27.0,49.0,117.0,668.0,5.0,5.0,84.0,58.0,1.0,14.0,0.0,0.0,751.0,2117.258615211249,94542.0,4.0,0.0,0.0,0.0,0.0,1
4043.0,24.46654275092937,1076,Makeup,114.0,89.0,220.0,462.0,2901.0,0.0,6.0,81.0,108.0,4.0,11.0,0.0,0.0,764.0,2580.426514723306,107953.0,4.0,0.0,0.0,0.0,0.0,1
2118.0,25.30166270783848,842,Skincare,35.0,25.0,73.0,161.0,1036.0,10.0,6.0,72.0,129.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3631.0,23.35407725321888,932,Makeup,132.0,104.0,249.0,508.0,3295.0,12.0,6.0,64.0,123.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5744.0,63978.2,6594469.0,2.0,0
4470.0,14.01277683134583,1174,Skincare,15.0,0.0,0.0,0.0,0.0,8.0,5.0,91.0,54.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2120.0,29.01567398119122,638,Makeup,94.0,63.0,156.0,333.0,2178.0,0.0,6.0,78.0,98.0,4.0,3.0,0.0,0.0,887.0,1729.217610656051,194532.0,2.0,0.0,0.0,0.0,0.0,0
3891.0,22.80203691915977,1571,Makeup,73.0,70.0,200.0,399.0,2596.0,12.0,6.0,86.0,65.0,8.0,22.0,0.0,0.0,686.0,2401.56719804573,78565.0,4.0,0.0,0.0,0.0,0.0,1
4090.0,18.01161290322581,775,Skincare,15.0,0.0,0.0,0.0,0.0,8.0,5.0,91.0,54.0,0.0,7.0,0.0,0.0,790.0,2658.575195570719,219899.0,4.0,0.0,0.0,0.0,0.0,0
1392.0,26.99139784946237,465,Makeup,50.0,40.0,133.0,228.0,1521.0,7.0,8.0,125.0,221.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2863.0,15.34006054490414,991,Makeup,61.0,47.0,120.0,234.0,1520.0,16.0,7.0,141.0,123.0,0.0,9.0,0.0,0.0,399.0,1031.97704810312,49998.0,2.0,11303.0,118307.34,9990498.0,4.0,0
2728.0,23.82847457627119,1475,Skincare,85.0,59.0,143.0,324.0,2034.0,9.0,5.0,117.0,209.0,6.0,36.0,0.0,0.0,575.0,2116.359787467965,120714.0,4.0,0.0,0.0,0.0,0.0,1
3774.0,16.10628019323671,1242,Skincare,29.0,22.0,65.0,124.0,780.0,12.0,5.0,83.0,60.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4135.0,19.91101694915254,944,Makeup,87.0,53.0,167.0,302.0,2227.0,0.0,6.0,77.0,99.0,5.0,3.0,0.0,0.0,696.0,3316.935604048058,103885.0,2.0,0.0,0.0,0.0,0.0,0
3274.0,15.10997442455243,1564,Makeup,218.0,152.0,424.0,873.0,5833.0,0.0,6.0,75.0,95.0,11.0,3.0,0.0,0.0,640.0,3140.646159515734,124628.0,2.0,0.0,0.0,0.0,0.0,1
3512.0,23.43876882776686,1527,Makeup,28.0,33.0,85.0,137.0,721.0,11.0,6.0,67.0,125.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
651.0,13.47021276595745,470,Makeup,63.0,56.0,125.0,252.0,1566.0,11.0,7.0,85.0,209.0,0.0,9.0,1.0,519.8473557232361,0.0,0.0,0.0,0.0,7236.0,83014.05,7458220.0,2.0,0
4576.0,26.54181307097681,1423,Hair Care,69.0,41.0,114.0,265.0,1953.0,6.0,6.0,84.0,151.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4374.0,23.4247311827957,1116,Skincare,143.0,102.0,286.0,571.0,3746.0,2.0,7.0,115.0,209.0,11.0,31.0,0.0,0.0,1081.0,3771.273083620626,240011.0,4.0,0.0,0.0,0.0,0.0,1
3422.0,23.91239792130661,1347,Makeup,0.0,0.0,0.0,0.0,0.0,7.0,7.0,125.0,221.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4290.0,30.78159340659341,728,Hair Care,35.0,26.0,58.0,100.0,641.0,4.0,6.0,135.0,59.0,6.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2468.0,21.70385232744783,1246,Skincare,38.0,24.0,62.0,171.0,1236.0,0.0,6.0,77.0,99.0,5.0,16.0,1.0,109.7234030381125,1746.0,7025.65880084534,233351.0,4.0,0.0,0.0,0.0,0.0,1
6283.0,18.98650836481382,1853,Makeup,96.0,78.0,195.0,333.0,1861.0,14.0,6.0,95.0,67.0,5.0,10.0,0.0,0.0,967.0,2853.594476860035,83296.0,2.0,5561.0,61269.64,6298228.0,2.0,1
5727.0,24.99216198563031,1531,Makeup,75.0,56.0,163.0,368.0,2370.0,10.0,7.0,152.0,186.0,8.0,10.0,0.0,0.0,1631.0,3894.42040607656,318304.0,2.0,0.0,0.0,0.0,0.0,1
4204.0,27.69148936170213,1410,Makeup,77.0,52.0,136.0,213.0,1184.0,10.0,7.0,113.0,209.0,0.0,31.0,0.0,0.0,1077.0,3742.298139945444,120640.0,4.0,4330.0,56344.76,5344861.0,2.0,1
4535.0,17.74008541793777,1639,Makeup,0.0,0.0,0.0,0.0,0.0,3.0,6.0,85.0,62.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4213.0,26.66836734693878,980,Hair Care,70.0,41.0,116.0,198.0,1330.0,9.0,6.0,88.0,61.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4310.0,18.69773817683345,1459,Makeup,64.0,53.0,135.0,289.0,1790.0,9.0,6.0,88.0,64.0,4.0,43.0,0.0,0.0,451.0,1310.903250308412,74979.0,2.0,3479.0,40244.28,3856872.0,2.0,1
2752.0,15.80863477246208,1714,Makeup,100.0,60.0,159.0,352.0,2592.0,12.0,8.0,126.0,221.0,12.0,25.0,0.0,0.0,656.0,2075.921179495773,77158.0,2.0,11557.0,130779.05,10922773.0,6.0,1
2471.0,19.46002076843198,963,Makeup,106.0,85.0,205.0,412.0,2656.0,12.0,6.0,64.0,123.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
