ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size
462345,Male,Yes,46,Yes,Doctor,1,Average,6
461439,Male,Yes,37,Yes,Artist,1,Average,2
461599,Female,No,42,Yes,Artist,8,Low,1
465705,Female,Yes,46,Yes,Artist,1,Average,4
461043,Male,Yes,49,No,Healthcare,0,Low,7
467551,Female,Yes,89,No,Lawyer,0,High,2
464053,Female,Yes,38,No,Entertainment,4,Low,1
459282,Male,Yes,48,Yes,Artist,0,Average,2
461649,Female,Yes,51,Yes,Artist,3,Low,4
464389,Male,Yes,73,Yes,Artist,1,High,2
464293,Male,No,30,Yes,Healthcare,1,Low,4
461739,Female,Yes,46,Yes,Artist,1,Low,
465320,Female,Yes,65,Yes,Lawyer,1,Average,2
463707,Female,No,36,No,Artist,0,Low,1
465436,Female,No,25,Yes,Healthcare,0,Low,3
464562,Female,No,31,No,,8,Low,3
465078,Male,Yes,43,Yes,Executive,0,High,4
460568,Female,Yes,33,Yes,Homemaker,0,High,2
459636,Male,No,30,Yes,Entertainment,14,Low,1
466445,Female,,21,No,Healthcare,,Low,4
460129,Female,No,25,Yes,Engineer,8,Low,2
465373,Male,Yes,49,Yes,Artist,4,Average,4
463966,Female,No,31,Yes,Artist,9,Low,1
465467,Male,,33,No,Healthcare,1,Low,3
460918,Female,No,27,Yes,Doctor,14,Low,8
465954,Female,No,33,Yes,Entertainment,11,Low,3
465153,Male,Yes,35,Yes,Artist,1,Average,2
466502,Male,No,19,No,Healthcare,1,Low,5
460819,Female,Yes,25,No,Marketing,0,High,5
464993,Male,Yes,57,No,Executive,4,High,4
463103,Male,Yes,45,No,Executive,1,Average,4
466302,Female,Yes,47,No,Homemaker,3,High,3
466521,Male,Yes,20,,Marketing,1,Average,3
464288,Female,No,33,Yes,Doctor,9,Low,2
460240,Male,Yes,45,Yes,Artist,3,Low,1
459188,Male,No,27,No,Healthcare,1,Low,3
465411,Female,Yes,38,Yes,Engineer,0,Low,1
465595,Female,No,38,No,Engineer,0,Low,3
466021,Male,No,87,No,Lawyer,1,Low,1
461831,Male,No,30,Yes,Doctor,0,Low,3
462556,Male,Yes,57,Yes,Entertainment,0,Average,7
467321,Female,Yes,63,Yes,Artist,9,Low,2
459327,Male,No,50,No,Doctor,9,Low,3
461626,Male,Yes,68,Yes,Executive,0,High,2
463337,Female,Yes,33,No,Entertainment,1,Low,2
467615,Female,Yes,37,Yes,Doctor,0,Low,2
463597,Female,No,25,No,Engineer,0,Low,6
463784,Female,No,29,No,Engineer,0,Low,5
459513,Female,No,32,Yes,Healthcare,3,Low,2
465804,Female,Yes,68,No,Engineer,0,Low,1
465103,Male,Yes,86,Yes,Lawyer,1,High,2
464007,Male,Yes,49,Yes,Artist,0,Low,3
463060,Female,Yes,32,Yes,Homemaker,12,High,2
461359,Male,Yes,28,Yes,Healthcare,1,Low,4
467002,Female,No,26,Yes,Homemaker,9,Low,
465014,Male,Yes,83,No,Lawyer,1,Low,1
459100,Female,No,63,Yes,Artist,14,Low,1
464083,Male,Yes,65,No,Lawyer,0,High,2
464552,Female,Yes,38,Yes,Artist,1,Average,3
460218,Male,Yes,61,Yes,Entertainment,1,Low,1
460297,Female,Yes,46,Yes,Artist,8,Low,2
467171,Female,No,30,Yes,Doctor,1,Low,2
464809,Male,Yes,46,,Entertainment,,Average,5
463008,Male,No,53,No,Entertainment,1,Low,
464023,Male,No,22,No,Healthcare,0,Low,5
467929,Female,Yes,42,Yes,Artist,1,Average,2
461049,Female,Yes,57,Yes,Doctor,0,Low,7
465049,Female,Yes,49,No,Engineer,6,Low,2
460751,Female,No,25,No,Artist,1,Low,3
461690,Female,No,31,Yes,Engineer,0,Low,1
464084,Male,No,25,No,Healthcare,1,Low,5
465644,Male,No,33,Yes,Healthcare,0,Low,5
459470,Male,No,29,Yes,Healthcare,9,Low,6
462700,Male,Yes,38,Yes,Artist,0,Average,4
465067,Male,Yes,62,Yes,Executive,8,High,2
464247,Male,Yes,59,No,Engineer,0,Low,1
459465,Female,Yes,27,Yes,Entertainment,3,Low,5
463894,Female,Yes,51,Yes,Artist,0,Average,3
466089,Male,No,59,No,Entertainment,0,Low,3
459355,Female,Yes,78,No,Homemaker,,Low,1
467227,Female,No,37,Yes,Artist,12,Low,1
459054,Male,Yes,37,Yes,Executive,9,High,4
463609,Male,Yes,30,No,Artist,0,Average,2
466260,Male,Yes,43,Yes,Entertainment,0,Average,2
464283,Male,No,40,Yes,Artist,5,Low,2
465646,Female,No,40,Yes,Artist,6,Low,2
461103,Female,No,30,No,Engineer,1,Low,5
464378,Female,Yes,40,Yes,Artist,9,Average,2
462661,Female,Yes,62,Yes,Artist,2,High,3
460266,Male,No,22,No,Healthcare,0,Low,8
462983,Female,Yes,66,Yes,Lawyer,1,High,2
459022,Male,Yes,67,Yes,Artist,10,Low,1
463231,Male,Yes,50,Yes,Artist,1,Average,3
465863,Male,No,27,No,Healthcare,5,Low,3
463557,Male,No,28,Yes,Doctor,1,Low,3
467636,Male,Yes,45,Yes,Doctor,1,Average,2
463539,Male,Yes,59,Yes,Artist,1,Average,2
459633,Male,No,19,No,Healthcare,1,Low,2
462304,Male,Yes,62,Yes,Artist,1,Low,4
466988,Female,No,72,Yes,Lawyer,0,Low,
467467,Male,No,19,No,Healthcare,0,Low,4
464871,Female,No,28,Yes,Entertainment,6,Low,3
462258,Male,No,25,No,Doctor,1,Low,4
467813,Male,Yes,36,Yes,Entertainment,0,Low,2
459068,Female,No,33,Yes,Healthcare,2,Low,2
462701,Male,Yes,59,No,Entertainment,0,Average,4
466536,Male,No,20,No,Healthcare,4,Low,4
465668,Male,No,23,No,Healthcare,0,Low,5
462234,Male,Yes,27,No,,1,Average,6
460340,Female,No,46,Yes,Artist,10,Low,2
466820,Female,Yes,74,No,Lawyer,1,High,2
462922,Male,No,26,No,Doctor,8,Low,1
465326,Male,Yes,76,Yes,Artist,,Low,1
464130,Male,No,41,Yes,Artist,1,Low,3
463832,Female,No,32,No,Marketing,,Low,
462735,Female,Yes,30,No,Artist,0,Average,2
464412,Male,Yes,70,No,Lawyer,1,Low,2
464468,Male,Yes,50,Yes,Artist,1,Low,3
463422,Male,Yes,39,No,Executive,,High,4
459498,Female,Yes,42,Yes,Artist,,Low,2
460173,Female,Yes,40,Yes,Artist,1,Low,3
463091,Female,Yes,39,Yes,Homemaker,8,Low,1
467213,Female,Yes,88,Yes,Lawyer,1,High,2
461804,Female,No,43,Yes,Artist,0,Low,1
466649,Male,No,19,No,Healthcare,1,Low,3
460533,Female,Yes,45,No,Artist,6,Low,1
465820,Female,,30,Yes,,,Average,4
466329,Female,Yes,39,,Doctor,2,Low,1
461892,Female,No,35,Yes,Healthcare,0,Low,1
463656,Male,Yes,53,Yes,Doctor,0,Low,3
462850,Male,No,21,No,Healthcare,1,Low,4
460603,Female,No,22,,Entertainment,0,Low,3
460707,Male,Yes,38,No,Artist,1,Average,3
463122,Male,Yes,36,Yes,Executive,9,Average,3
467588,Male,Yes,63,Yes,Artist,0,Average,4
462552,Male,No,31,Yes,Artist,1,Low,2
466048,Male,No,25,No,Entertainment,3,Low,1
467845,Male,Yes,52,Yes,Entertainment,1,Low,2
459810,Male,No,19,No,Healthcare,1,Low,4
461267,Female,No,35,Yes,Healthcare,,Low,1
466572,Female,No,30,No,Healthcare,0,Low,4
464092,Female,Yes,59,Yes,Artist,0,Average,5
467025,Female,No,25,No,Engineer,1,Low,3
466110,Male,Yes,77,Yes,Lawyer,0,Low,1
462353,Female,Yes,58,Yes,Doctor,1,Average,2
459904,Female,Yes,38,Yes,Artist,6,Low,4
462011,Male,Yes,29,No,Marketing,1,Low,4
462367,Male,Yes,56,Yes,Artist,1,Average,3
460220,Female,No,37,Yes,Entertainment,1,Low,2
461429,Male,Yes,49,Yes,Doctor,1,Average,4
462668,Female,No,41,Yes,Artist,2,Low,1
467339,Male,,55,Yes,Artist,1,Average,3
461699,Male,No,28,Yes,Doctor,0,Low,1
464885,Female,No,35,No,Engineer,1,Low,2
460989,Male,No,23,No,Healthcare,1,Low,3
462156,Female,Yes,43,Yes,Artist,4,Average,2
461182,Male,No,18,No,Healthcare,,Low,
460507,Male,No,30,No,Doctor,1,Low,4
462875,Male,No,20,No,Healthcare,1,Low,3
461708,Male,Yes,84,No,Lawyer,0,High,2
459766,Female,No,42,Yes,Engineer,,Low,1
462137,Male,No,28,Yes,Doctor,1,Low,1
459630,Male,Yes,73,Yes,Lawyer,1,Average,2
462699,Female,Yes,61,Yes,Lawyer,,High,4
465897,Female,Yes,42,Yes,Artist,9,Low,1
465628,Male,Yes,49,Yes,Artist,2,Low,2
462987,Female,Yes,84,Yes,Lawyer,,High,2
463492,Male,No,22,No,Healthcare,,Low,4
462321,Female,No,42,Yes,Engineer,6,Low,1
460511,Female,No,31,No,Doctor,0,Low,4
459225,Female,Yes,49,Yes,Artist,0,Average,4
467894,Male,Yes,58,Yes,Artist,0,Average,2
465076,Male,Yes,72,Yes,Artist,0,High,5
467573,Male,Yes,45,Yes,Artist,6,Average,4
465266,Male,Yes,49,Yes,Entertainment,0,Average,5
462215,Female,No,20,No,Marketing,1,Low,3
466279,Female,No,31,No,,1,Low,4
467131,Male,Yes,50,Yes,Artist,0,Low,2
459456,Female,No,65,No,Lawyer,,Low,1
460225,Female,Yes,78,Yes,Lawyer,3,High,2
463825,Female,Yes,45,Yes,Artist,1,Average,3
462597,Male,Yes,29,No,Healthcare,,Low,4
466360,Male,No,25,No,Healthcare,0,Low,3
465542,Female,Yes,62,No,Doctor,,Average,5
465848,Female,No,28,Yes,Healthcare,0,Low,1
459043,Female,Yes,49,No,Engineer,1,Low,1
463069,Male,No,29,Yes,Artist,7,Low,1
459795,Male,No,52,Yes,Artist,0,Low,1
464954,Male,No,23,No,Healthcare,1,Low,4
459713,Male,No,18,No,Healthcare,,Low,3
463068,Male,Yes,26,Yes,Artist,9,Average,2
464834,Male,Yes,51,No,Executive,1,Low,4
462908,Male,Yes,27,No,Executive,10,High,3
464032,Male,No,20,No,Healthcare,1,Low,3
459307,Male,Yes,62,Yes,Entertainment,0,Low,1
462224,Female,Yes,63,No,Engineer,4,Average,8
465611,Male,No,53,Yes,Doctor,0,Low,1
466322,Male,No,28,No,Doctor,0,Low,3
461548,Female,No,33,Yes,Engineer,1,Low,3
461870,Female,Yes,45,Yes,Artist,0,Average,2
466966,Male,Yes,61,Yes,Entertainment,1,Average,2
459207,Female,Yes,62,,Doctor,0,Average,4
465672,Male,No,42,No,Executive,9,Low,3
459317,Male,Yes,52,Yes,Executive,1,High,4
464362,Female,Yes,51,Yes,Artist,1,Low,1
465683,Female,No,49,No,Entertainment,1,Low,2
462253,Male,Yes,51,Yes,Engineer,0,Low,2
459421,Male,Yes,29,No,Healthcare,0,Average,4
459987,Male,Yes,53,Yes,Healthcare,,High,2
460036,Male,Yes,40,Yes,,3,Low,1
461613,Female,No,25,Yes,Healthcare,8,Low,4
461168,Female,Yes,29,No,Engineer,5,Average,2
459247,Male,Yes,60,Yes,Executive,0,Average,5
460770,Female,No,25,Yes,Healthcare,5,Low,3
465047,Male,Yes,55,Yes,Executive,8,High,2
467013,Male,Yes,66,Yes,Executive,0,High,2
465894,Male,No,27,Yes,Artist,8,Low,6
462702,Male,Yes,51,No,Entertainment,1,Average,4
465431,Male,Yes,35,No,Artist,0,Low,2
466386,Male,Yes,65,Yes,Executive,1,Low,2
467221,Female,No,20,No,Doctor,,Low,4
464057,Male,No,32,Yes,Marketing,0,Low,5
467217,Female,Yes,79,Yes,Lawyer,,High,2
462186,Female,No,21,No,Doctor,0,Low,3
463432,Male,No,36,Yes,Artist,0,Low,1
466753,Female,Yes,70,Yes,Artist,1,Average,2
465123,Female,No,28,Yes,Healthcare,1,Low,3
459965,Male,No,25,Yes,Artist,7,Low,1
466030,Female,Yes,36,No,Entertainment,8,Low,2
462582,Male,No,20,No,Healthcare,0,Low,4
461466,Male,Yes,49,No,Artist,0,Low,2
459676,Female,No,28,Yes,Artist,,Low,2
464380,Female,Yes,49,Yes,Artist,6,Average,6
466846,Male,No,18,No,Healthcare,2,Low,4
465184,Female,Yes,46,No,Engineer,1,Average,5
459481,Male,Yes,47,No,Lawyer,0,Low,2
467263,Female,No,32,No,Marketing,,Low,1
465136,Male,Yes,47,Yes,Artist,0,Average,2
464253,Female,Yes,49,Yes,Artist,,Average,4
466534,Male,No,28,No,Healthcare,0,Low,9
466411,Male,Yes,58,Yes,Artist,1,Average,3
462576,Female,No,21,No,Healthcare,9,Low,4
467704,Male,Yes,53,Yes,Artist,1,Average,2
465303,Female,Yes,67,Yes,Artist,1,Average,3
467703,Male,No,26,Yes,Healthcare,1,Low,5
465493,Female,No,26,No,Artist,0,Low,3
461322,Male,Yes,40,Yes,Artist,0,Average,2
461706,Male,No,25,Yes,Healthcare,0,Low,3
463629,Male,No,41,Yes,Artist,1,Low,1
465140,Male,Yes,45,Yes,Executive,5,High,3
459308,Female,Yes,47,Yes,Artist,0,Average,2
459582,Male,Yes,27,No,Entertainment,,Average,3
460859,Male,Yes,50,Yes,Entertainment,,Low,4
461915,Male,Yes,51,No,Artist,,Average,2
466358,Female,,28,No,Engineer,0,Low,4
459708,Female,No,39,Yes,Engineer,1,Low,1
459179,Male,Yes,60,No,Entertainment,0,Average,3
462654,Male,Yes,39,No,Artist,1,Average,6
466256,Female,Yes,65,Yes,Engineer,1,Low,1
465649,Female,Yes,43,Yes,Marketing,6,Low,1
467333,Female,Yes,58,Yes,Artist,,Average,6
465652,Female,Yes,31,No,Marketing,0,Low,2
460360,Female,Yes,38,Yes,Artist,2,Low,1
464472,Female,No,27,Yes,Artist,0,Low,3
467422,Female,Yes,58,Yes,Artist,0,Average,2
463116,Male,Yes,62,Yes,Artist,1,High,2
460177,Male,No,48,Yes,Artist,1,Low,1
465081,Male,Yes,57,Yes,Executive,7,High,2
467810,Male,Yes,42,Yes,Artist,0,Average,5
465063,Female,Yes,68,Yes,Lawyer,1,High,2
462690,Male,Yes,38,Yes,Engineer,,Average,4
467752,Male,Yes,31,No,Executive,,Average,3
466430,Female,Yes,51,No,Engineer,0,Low,4
465713,Male,Yes,59,Yes,Artist,0,Average,4
462555,Male,Yes,36,Yes,Artist,1,Average,2
459668,Male,Yes,32,No,,5,Average,3
461615,Male,No,25,Yes,Doctor,1,Low,2
461532,Male,Yes,48,Yes,Entertainment,1,Low,1
465295,Female,,37,Yes,Doctor,8,Average,1
459175,Female,Yes,70,Yes,Artist,1,Average,2
463739,Female,Yes,42,No,Marketing,0,Low,3
464339,Male,No,26,No,Artist,0,Low,2
465074,Male,No,25,Yes,Artist,1,Low,4
465282,Female,No,36,Yes,Artist,0,Low,3
460488,Male,No,42,No,Doctor,0,Low,1
464554,Female,No,35,Yes,Artist,0,Low,7
462814,Female,Yes,22,No,Engineer,8,Average,2
462073,Female,No,36,Yes,Artist,6,Low,1
459901,Male,Yes,47,Yes,Artist,0,Average,3
460858,Male,No,19,No,Healthcare,1,Low,4
461895,Male,Yes,36,Yes,Entertainment,1,Low,2
467308,Female,No,28,Yes,Doctor,0,Low,3
467584,Male,Yes,52,No,Doctor,1,Average,4
466444,Male,Yes,50,Yes,Doctor,,Average,4
462622,Male,Yes,47,No,Executive,0,Low,4
460100,Female,No,29,Yes,Doctor,1,Low,1
466591,Female,No,23,No,Healthcare,0,Low,4
462849,Male,Yes,50,Yes,Artist,0,Average,4
463235,Female,No,21,No,,1,Low,4
466410,Female,Yes,56,Yes,Artist,0,Low,1
464141,Male,Yes,32,Yes,Entertainment,9,High,2
464634,Female,No,32,Yes,Engineer,,Low,9
461564,Male,Yes,63,Yes,Executive,1,High,2
463219,Male,Yes,50,No,Entertainment,0,Low,2
461425,Male,Yes,52,Yes,Artist,,Low,4
464009,Female,Yes,49,Yes,Artist,7,Average,4
460573,Male,No,62,No,Healthcare,8,Low,1
460951,Female,Yes,55,No,Engineer,1,Average,7
462262,Male,No,27,No,Healthcare,1,Low,3
467126,Female,Yes,45,Yes,Artist,0,Low,1
462924,Female,Yes,31,No,Homemaker,8,Average,2
462488,Male,No,33,Yes,Healthcare,0,Low,5
461640,Male,Yes,52,Yes,Artist,1,Average,2
465504,Male,No,42,Yes,Entertainment,0,Low,2
460902,Male,No,38,Yes,Executive,1,Low,3
459657,Male,Yes,84,Yes,Lawyer,1,High,2
465054,Male,Yes,67,Yes,Executive,1,High,3
464000,Female,No,32,No,Healthcare,0,Low,5
460324,Female,No,33,Yes,Entertainment,12,Low,2
462468,Female,No,30,Yes,Healthcare,2,Low,5
465245,Male,No,18,No,Healthcare,1,Low,4
467919,Female,Yes,47,Yes,Artist,7,Average,2
463716,Male,No,29,No,Doctor,1,Low,4
463769,Male,Yes,63,No,Executive,0,High,4
464907,Male,,55,Yes,Engineer,0,Average,2
460523,Female,No,48,Yes,Entertainment,1,Low,
462327,Male,Yes,27,Yes,Entertainment,0,Low,4
463882,Female,Yes,43,Yes,Artist,1,Low,1
464446,Female,Yes,50,Yes,Engineer,0,Low,
462282,Male,No,29,No,Healthcare,1,Low,3
467167,Male,Yes,73,Yes,Artist,1,Average,
459625,Female,Yes,57,No,Engineer,8,Low,1
466740,Female,Yes,47,No,Engineer,8,Low,1
461434,Female,Yes,32,Yes,Executive,4,High,3
465404,Female,Yes,25,Yes,Entertainment,0,Average,2
462337,Female,Yes,79,Yes,Lawyer,1,High,2
461921,Female,No,41,Yes,Artist,0,Low,1
463763,Male,Yes,36,Yes,Artist,4,Average,2
467749,Male,No,19,No,Healthcare,1,Low,9
464876,Female,Yes,49,No,Engineer,,Average,5
463850,Male,Yes,26,No,Entertainment,0,High,2
460381,Male,No,28,Yes,Artist,13,Low,2
460946,Male,No,84,No,Artist,0,Low,1
464329,Male,Yes,81,No,Lawyer,1,Low,2
467209,Female,No,35,Yes,Healthcare,1,Low,1
461897,Male,Yes,55,Yes,Doctor,0,Average,2
462920,Male,Yes,50,No,Executive,0,High,5
460994,Male,Yes,78,Yes,Lawyer,0,Low,5
462868,Male,Yes,36,No,Entertainment,0,Average,4
459964,Male,No,47,Yes,Marketing,1,Low,1
462663,Male,Yes,48,No,Entertainment,6,Average,5
464116,Female,Yes,69,Yes,Marketing,1,Low,2
467119,Male,Yes,38,No,Marketing,0,High,4
465042,Male,Yes,36,Yes,Artist,1,Average,4
464762,Female,Yes,52,No,Engineer,9,Average,4
460009,Male,No,46,Yes,Artist,0,Low,1
460583,Male,No,18,No,Marketing,1,Low,6
467827,Female,No,22,No,Healthcare,0,Low,4
463795,Male,No,18,No,Doctor,1,Low,6
464313,Male,Yes,30,No,Homemaker,1,Average,3
463672,Male,No,32,Yes,Engineer,,Low,3
459230,Male,Yes,43,No,Artist,7,High,4
462245,Female,Yes,49,Yes,Artist,1,Average,3
462926,Female,No,40,Yes,Homemaker,9,Low,2
460743,Male,Yes,55,Yes,Artist,0,Average,3
464656,Female,No,33,No,Healthcare,1,Low,7
467656,Male,No,31,Yes,Healthcare,1,Low,5
460978,Female,No,35,Yes,Healthcare,3,Low,6
467684,Male,No,40,Yes,Healthcare,8,Low,3
467089,Male,Yes,69,No,Artist,0,Average,3
466091,Female,Yes,46,Yes,Artist,1,Low,4
464582,Female,Yes,63,Yes,Marketing,0,Low,2
467004,Female,No,50,No,Artist,0,Low,
458997,Male,Yes,61,Yes,Artist,1,Average,2
466025,Female,No,50,No,Engineer,1,Low,1
464689,Female,No,25,Yes,Marketing,2,Low,
464507,Male,Yes,53,Yes,Artist,0,High,3
459204,Female,Yes,35,Yes,Engineer,0,Average,2
467521,Male,No,19,No,Healthcare,7,Low,3
462743,Male,No,26,No,Healthcare,3,Low,4
459245,Female,Yes,38,No,Engineer,0,Average,4
463884,Female,No,26,No,Artist,1,Low,1
463860,Male,Yes,39,Yes,Healthcare,0,High,3
459184,Male,Yes,39,Yes,Entertainment,1,Low,4
459332,Female,Yes,72,Yes,Homemaker,1,Low,
460201,Female,No,45,Yes,Artist,2,Low,1
464989,Male,Yes,47,No,Entertainment,0,Average,4
467782,Female,No,30,Yes,Entertainment,0,Low,5
464923,Male,Yes,48,No,Executive,5,High,2
459364,Female,Yes,76,Yes,Marketing,0,Low,2
462119,Male,Yes,71,Yes,Entertainment,0,Low,2
465132,Female,No,41,Yes,Artist,0,Low,1
466039,Female,No,29,No,Entertainment,0,Low,
463873,Male,Yes,57,Yes,Artist,1,Average,5
467633,Male,Yes,49,No,Entertainment,0,Low,1
462780,Male,Yes,21,No,Healthcare,1,High,8
462445,Male,No,18,No,Healthcare,0,Low,3
461052,Male,No,22,No,Healthcare,,Low,3
460664,Female,No,33,No,Homemaker,8,Low,1
465992,Male,Yes,53,Yes,Entertainment,1,Low,3
463990,Male,Yes,55,Yes,Artist,1,Average,2
463128,Male,Yes,73,Yes,Lawyer,0,High,4
463536,Male,Yes,89,Yes,Executive,,High,2
460775,Male,Yes,59,Yes,Artist,0,Low,2
464118,Male,No,38,Yes,Entertainment,0,Low,2
459264,Female,No,42,Yes,Artist,0,Low,2
464069,Female,Yes,83,Yes,Lawyer,1,High,2
461185,Female,No,22,No,Healthcare,,Low,4
465564,Male,Yes,46,No,Artist,0,Average,4
466387,Male,Yes,37,Yes,Entertainment,8,Average,2
462887,Female,Yes,42,No,Engineer,1,Low,3
465977,Male,Yes,71,Yes,Artist,0,Average,2
462775,Female,No,18,No,Healthcare,7,Low,3
460286,Female,No,41,Yes,Artist,4,Low,1
466294,Male,Yes,27,Yes,Healthcare,0,Low,5
466037,Female,No,53,No,Entertainment,1,Low,1
466335,Female,No,28,No,Healthcare,0,Low,3
465750,Male,Yes,35,Yes,,3,Average,2
461933,Male,No,18,No,Doctor,0,Low,2
466681,Male,No,19,No,Healthcare,2,Low,4
466605,Female,No,32,No,Healthcare,0,Low,4
461332,Male,No,30,No,Healthcare,1,Low,4
461610,Male,No,36,Yes,Doctor,0,Low,1
467707,Male,Yes,82,Yes,Lawyer,5,High,2
460558,Female,Yes,37,Yes,Engineer,,Low,1
465158,Male,No,45,Yes,Artist,1,Low,1
460353,Male,No,31,Yes,,6,Low,1
459903,Male,Yes,27,Yes,Entertainment,9,Low,4
464021,Female,No,18,No,Healthcare,1,Low,5
463325,Male,Yes,22,No,Doctor,1,Low,4
459660,Female,No,22,No,Healthcare,2,Low,6
466423,Female,No,42,No,Homemaker,8,Low,1
465585,Male,Yes,69,No,Doctor,1,Low,1
462671,Female,Yes,43,Yes,Homemaker,8,High,2
459603,Female,Yes,89,No,Lawyer,3,High,2
463614,Female,No,26,No,Healthcare,1,Low,4
465152,Male,No,43,Yes,Artist,1,Low,3
460525,Male,Yes,30,Yes,Entertainment,1,Average,2
466108,Female,Yes,60,Yes,Executive,0,Low,2
465400,Female,Yes,38,Yes,Doctor,7,High,4
465405,Female,,29,Yes,Homemaker,0,High,4
465681,Male,Yes,45,Yes,Entertainment,0,Average,2
466251,Male,No,20,No,Healthcare,3,Low,4
460417,Female,Yes,51,Yes,Marketing,9,Low,1
460569,Male,Yes,36,Yes,Entertainment,1,Average,4
461162,Female,No,41,No,Marketing,9,Low,3
459241,Male,Yes,46,No,Entertainment,,Low,5
463628,Female,No,30,Yes,Artist,9,Low,1
467817,Female,No,23,No,Homemaker,0,Low,5
460406,Male,Yes,39,Yes,Healthcare,4,Low,2
464122,Male,Yes,63,Yes,Artist,0,Average,4
459658,Male,Yes,60,Yes,Artist,1,Average,3
462757,Male,No,20,No,Healthcare,1,Low,3
459529,Female,Yes,89,No,Lawyer,1,High,2
464916,Female,,31,,Doctor,9,High,2
465920,Male,No,43,Yes,Executive,1,Low,4
463262,Female,Yes,70,No,Lawyer,3,High,2
465631,Male,No,35,Yes,Artist,9,Low,1
467164,Male,Yes,42,Yes,Artist,0,High,2
467859,Male,Yes,39,Yes,Doctor,6,Average,2
461703,Female,Yes,29,Yes,Healthcare,0,Low,2
460667,Female,No,38,No,Homemaker,8,Low,
466097,Female,Yes,74,No,Lawyer,1,Low,1
464390,Male,Yes,41,Yes,Artist,1,Low,2
465423,Male,Yes,51,Yes,Entertainment,0,Average,4
461337,Male,Yes,50,Yes,Executive,1,High,3
463888,Male,No,23,No,Marketing,0,Low,3
460390,Male,No,36,Yes,Artist,9,Low,3
465286,Male,No,36,Yes,Artist,8,Low,1
460294,Female,Yes,50,Yes,Doctor,1,Low,2
460509,Male,No,23,No,Healthcare,,Low,4
461248,Female,No,37,No,Healthcare,1,Low,1
464336,Male,Yes,65,Yes,Executive,0,High,4
467595,Female,No,26,Yes,Healthcare,0,Low,1
466406,Male,Yes,55,Yes,Entertainment,1,Low,3
465092,Male,Yes,65,Yes,Executive,0,High,2
459492,Female,Yes,72,Yes,Lawyer,1,High,2
461426,Male,Yes,51,Yes,Artist,7,Average,2
467022,Male,No,25,Yes,Artist,1,Low,5
467330,Male,Yes,38,No,Executive,0,High,3
459691,Male,Yes,55,No,Artist,,Average,2
466161,Male,Yes,46,No,Artist,0,Average,
461320,Female,No,39,Yes,Artist,0,Low,3
466283,Female,Yes,62,Yes,Artist,0,High,2
463705,Female,Yes,37,Yes,Artist,4,Average,2
465821,Female,No,28,No,Engineer,3,Low,7
467457,Female,No,32,Yes,Marketing,1,Low,6
466543,Male,No,31,Yes,Doctor,14,Low,2
463772,Female,No,31,No,Healthcare,1,Low,3
465881,Male,No,43,Yes,Artist,8,Low,
459757,Male,Yes,67,Yes,Artist,1,Average,2
464452,Female,No,72,Yes,Lawyer,0,Low,1
463839,Female,Yes,57,No,Engineer,0,Low,3
462777,Male,,58,No,Executive,,High,3
464368,Male,Yes,36,Yes,Entertainment,4,Average,2
466923,Female,No,21,No,Homemaker,9,Low,1
459878,Male,Yes,47,No,Entertainment,1,Average,5
467279,Female,No,25,Yes,Entertainment,8,Low,3
465604,Female,Yes,41,No,Engineer,9,Average,2
460787,Male,No,29,Yes,Healthcare,0,Low,4
466240,Male,No,21,No,Healthcare,0,Low,3
466621,Male,Yes,66,Yes,Lawyer,0,Low,1
464619,Male,Yes,27,Yes,Entertainment,10,Low,2
462722,Female,No,27,No,Homemaker,,Low,4
467404,Male,Yes,52,Yes,Artist,4,Low,1
461314,Male,Yes,46,Yes,Artist,1,Average,3
463340,Female,No,23,No,Healthcare,0,Low,4
467870,Male,No,27,Yes,Entertainment,0,Low,5
462200,Female,Yes,52,Yes,Doctor,1,Low,3
465591,Male,Yes,65,No,Artist,0,Average,2
461002,Male,No,42,No,Entertainment,,Low,3
460812,Male,Yes,59,No,Entertainment,1,Low,2
467105,Female,Yes,45,Yes,Lawyer,0,Low,1
460630,Male,Yes,18,No,Executive,,Average,
462037,Female,Yes,61,No,Engineer,1,High,3
461726,Female,Yes,53,Yes,Artist,1,Average,4
463577,Female,Yes,37,Yes,Doctor,1,Average,2
463038,Male,Yes,63,Yes,Executive,0,High,5
464753,Female,No,33,No,Marketing,,Low,5
464928,Female,Yes,50,Yes,Artist,1,Low,3
467312,Female,Yes,62,Yes,Artist,1,Low,2
464887,Male,Yes,49,Yes,Artist,1,Average,8
460555,Male,Yes,46,Yes,Homemaker,6,Average,3
466661,Male,No,27,,Doctor,0,Low,
461329,Male,Yes,53,Yes,Executive,1,High,4
459648,Female,Yes,42,Yes,Artist,2,High,2
460835,Female,Yes,28,Yes,Artist,0,Low,1
463827,Female,Yes,49,Yes,Engineer,1,Average,4
460868,Male,Yes,35,Yes,Artist,1,Average,2
462566,Female,Yes,27,No,Doctor,0,Low,
467485,Male,Yes,58,Yes,Lawyer,0,High,2
467351,Male,Yes,41,No,Artist,8,Average,2
465864,Male,Yes,32,Yes,Entertainment,9,Average,2
467232,Male,No,33,No,Entertainment,0,Low,2
466855,Male,Yes,69,No,Entertainment,0,Low,5
467238,Female,No,31,No,Doctor,6,Low,4
