vendor,profit_outlier_capped
Low Tide Corp,-35.76
Low Tide Corp,5.088
Low Tide Corp,28.77
Low Tide Corp,-0.10800000000000001
Low Tide Corp,-1.374
Low Tide Corp,-13.296
Low Tide Corp,11.015999999999998
Low Tide Corp,3.852
Low Tide Corp,6.8724
Low Tide Corp,45.6
Low Tide Corp,12.32
Low Tide Corp,-14.4645
Low Tide Corp,-5.303999999999999
Low Tide Corp,4.0749
Low Tide Corp,21.66
Low Tide Corp,-0.016
Low Tide Corp,26.04
Low Tide Corp,-12.9066
Low Tide Corp,-13.488
Low Tide Corp,-7.6314
Low Tide Corp,230.3808
Low Tide Corp,-3.5712
Low Tide Corp,-16.38
Low Tide Corp,10.374
Low Tide Corp,6.0
Low Tide Corp,4.44
Low Tide Corp,48.543
Low Tide Corp,9.3312
Low Tide Corp,6.4944
Low Tide Corp,22.76
Low Tide Corp,11.5893
Low Tide Corp,29.2686
Low Tide Corp,6.9822
Low Tide Corp,-33.78
Low Tide Corp,0.4074
Low Tide Corp,26.8
Low Tide Corp,-6.7824
Low Tide Corp,2.0358
Low Tide Corp,-0.064
Low Tide Corp,-0.34
Low Tide Corp,0.48
Low Tide Corp,-35.3913
Low Tide Corp,-5.9712
Low Tide Corp,4.5816
Low Tide Corp,4.5216
Low Tide Corp,-21.1068
Low Tide Corp,5.44
Low Tide Corp,11.0508
Low Tide Corp,-1.2588
Low Tide Corp,0.9
Low Tide Corp,7.6
Low Tide Corp,9.4
Low Tide Corp,12.672
Low Tide Corp,19.872
Low Tide Corp,-4.8
Low Tide Corp,7.26
Low Tide Corp,28.88
Low Tide Corp,10.1
Low Tide Corp,2.535
Low Tide Corp,2.0909999999999997
Low Tide Corp,6.707999999999999
Low Tide Corp,-2.0622
Low Tide Corp,18.5976
Low Tide Corp,-34.51
Low Tide Corp,-6.4755
Low Tide Corp,-144.63594
Low Tide Corp,16.842
Low Tide Corp,4.908
Low Tide Corp,0.96
Low Tide Corp,-7.68
Low Tide Corp,219.6546
Low Tide Corp,5.56
Low Tide Corp,94.14
Low Tide Corp,10.24
Low Tide Corp,18.88
Low Tide Corp,3.44
Low Tide Corp,54.46
Low Tide Corp,27.735
Low Tide Corp,-3.4272
Low Tide Corp,-84.669
Low Tide Corp,1.8375
Low Tide Corp,8.4
Low Tide Corp,1.29
Low Tide Corp,7.7004
Low Tide Corp,-48.5082
Low Tide Corp,1.0208
Low Tide Corp,1.395
Low Tide Corp,5.76
Low Tide Corp,12.36
Low Tide Corp,12.222000000000001
Low Tide Corp,6.04
Low Tide Corp,4.9
Low Tide Corp,2.16
Low Tide Corp,2.72
Low Tide Corp,17.567999999999998
Low Tide Corp,-59.4294
Low Tide Corp,-57.2814
Low Tide Corp,4.1160000000000005
Low Tide Corp,-8.052
Low Tide Corp,8.1
Low Tide Corp,34.14
Low Tide Corp,6.16
Low Tide Corp,7.2576
Low Tide Corp,0.41600000000000004
Low Tide Corp,28.0
Low Tide Corp,0.0
Low Tide Corp,6.68
Low Tide Corp,73.9
Low Tide Corp,39.689
Low Tide Corp,0.1
Low Tide Corp,17.3
Low Tide Corp,11.28
Low Tide Corp,0.968
Low Tide Corp,5.4432
Low Tide Corp,15.9446
Low Tide Corp,9.12
Low Tide Corp,-19.44
Low Tide Corp,32.64
Low Tide Corp,44.4
Low Tide Corp,-51.2967
Low Tide Corp,-20.988000000000003
Low Tide Corp,-144.63594
Low Tide Corp,6.9
Low Tide Corp,6.3675
Low Tide Corp,112.32
Low Tide Corp,8.7
Low Tide Corp,26.56
Low Tide Corp,2.3184
Low Tide Corp,-1.12
Low Tide Corp,-2.448
Low Tide Corp,51.0
Low Tide Corp,17.52
Low Tide Corp,49.2
Low Tide Corp,33.28
Low Tide Corp,65.84
Low Tide Corp,10.32
Low Tide Corp,6.12
Low Tide Corp,-5.4672
Low Tide Corp,252.6
Low Tide Corp,119.59200000000001
Low Tide Corp,301.97196
Low Tide Corp,9.72
Low Tide Corp,9.1
Low Tide Corp,5.832000000000001
Low Tide Corp,113.3055
Low Tide Corp,54.9976
Low Tide Corp,42.225
Low Tide Corp,1.52
Low Tide Corp,10.269
Low Tide Corp,22.16
Low Tide Corp,13.76
Low Tide Corp,-9.104
Low Tide Corp,-11.376
Low Tide Corp,-71.44800000000001
Low Tide Corp,19.275
Low Tide Corp,15.12
Low Tide Corp,2.82
Low Tide Corp,22.9488
Low Tide Corp,9.48
Low Tide Corp,2.1
Low Tide Corp,27.16
Low Tide Corp,4.5
Low Tide Corp,4.65
Low Tide Corp,-23.531999999999996
Low Tide Corp,7.0173
Low Tide Corp,5.66
Low Tide Corp,-9.863999999999999
Low Tide Corp,8.72
Low Tide Corp,3.84
Low Tide Corp,48.42
Low Tide Corp,5.7
Low Tide Corp,122.36
Low Tide Corp,4.8
Low Tide Corp,9.68
Low Tide Corp,32.4
Low Tide Corp,2.88
Low Tide Corp,65.64
Low Tide Corp,6.726
Low Tide Corp,0.9708
Low Tide Corp,10.65
Low Tide Corp,12.12
Low Tide Corp,62.58
Low Tide Corp,98.82
Low Tide Corp,8.32
Low Tide Corp,3.799
Low Tide Corp,-1.8106
Low Tide Corp,22.9488
Low Tide Corp,0.24
Low Tide Corp,-0.7344
Low Tide Corp,6.58
Low Tide Corp,12.06
Low Tide Corp,12.0
Low Tide Corp,-3.472
Low Tide Corp,-24.36
Low Tide Corp,0.0
Low Tide Corp,-10.1118
Low Tide Corp,17.475
Low Tide Corp,30.6
Low Tide Corp,14.5152
Low Tide Corp,1.64
Low Tide Corp,113.64
Low Tide Corp,191.52
Low Tide Corp,301.97196
Low Tide Corp,9.92
Low Tide Corp,16.4
Low Tide Corp,2.352
Low Tide Corp,54.4047
Low Tide Corp,8.04
Low Tide Corp,22.0
Low Tide Corp,0.486
Low Tide Corp,-19.488
Low Tide Corp,-6.9234
Low Tide Corp,-46.0638
Low Tide Corp,-3.088
Low Tide Corp,4.42
Low Tide Corp,0.88
Low Tide Corp,15.0
Low Tide Corp,-144.63594
Low Tide Corp,3.64
Low Tide Corp,24.48
Low Tide Corp,3.24
Low Tide Corp,8.8
Low Tide Corp,1.08
Low Tide Corp,-0.87
Low Tide Corp,22.128
Low Tide Corp,11.08
Low Tide Corp,133.36
Low Tide Corp,10.44
Low Tide Corp,1.6680000000000001
Low Tide Corp,25.32
Low Tide Corp,-1.472
Low Tide Corp,3.8952
Low Tide Corp,15.1
Low Tide Corp,-20.688000000000002
Low Tide Corp,-18.26
Low Tide Corp,39.84
Low Tide Corp,-1.143
Low Tide Corp,1.6116
Low Tide Corp,71.0
Low Tide Corp,21.1
Low Tide Corp,3.66
Low Tide Corp,6.2676
Low Tide Corp,-4.1712
Low Tide Corp,3.78
Low Tide Corp,1.7
Low Tide Corp,-11.9142
Low Tide Corp,13.374
Low Tide Corp,3.21
Low Tide Corp,3.42
Low Tide Corp,73.0
Low Tide Corp,1.8159999999999998
Low Tide Corp,10.52
Low Tide Corp,-2.4582
Low Tide Corp,-1.8308
Low Tide Corp,30.499000000000002
Low Tide Corp,-11.655999999999999
Low Tide Corp,2.8
Low Tide Corp,9.92
Low Tide Corp,22.32
Low Tide Corp,-13.3974
Low Tide Corp,25.241999999999997
Low Tide Corp,-26.808000000000003
Low Tide Corp,5.5
Low Tide Corp,45.6
Low Tide Corp,30.0
Low Tide Corp,17.16
Low Tide Corp,-2.38
Low Tide Corp,4.72
Low Tide Corp,-47.5236
Low Tide Corp,5.22
Low Tide Corp,222.74
Low Tide Corp,129.15
Low Tide Corp,21.75
Low Tide Corp,1.14
Low Tide Corp,25.47
Low Tide Corp,2.7072
Low Tide Corp,15.5232
Low Tide Corp,0.4068
Low Tide Corp,12.4416
Low Tide Corp,28.16
Low Tide Corp,200.04
Low Tide Corp,1.9080000000000001
Low Tide Corp,14.76
Low Tide Corp,10.8
Low Tide Corp,4.3176
Low Tide Corp,16.08
Low Tide Corp,129.3
Low Tide Corp,7.5
Low Tide Corp,22.6
Low Tide Corp,5.96
Low Tide Corp,19.275
Low Tide Corp,-61.13399999999999
Low Tide Corp,8.7384
Low Tide Corp,62.76
Low Tide Corp,7.2
Low Tide Corp,-142.2006
Low Tide Corp,11.8584
Low Tide Corp,8.3868
Low Tide Corp,0.648
Low Tide Corp,-2.892
Low Tide Corp,1.8972
Low Tide Corp,23.16
Low Tide Corp,5.7
Low Tide Corp,15.764000000000001
Low Tide Corp,63.42
Low Tide Corp,0.8
Low Tide Corp,0.48
Low Tide Corp,11.5432
Low Tide Corp,3.84
Low Tide Corp,73.56
Low Tide Corp,24.16
Low Tide Corp,4.0
Low Tide Corp,6.5
Low Tide Corp,-52.308
Low Tide Corp,15.32
Low Tide Corp,-7.9428
Low Tide Corp,-4.7481
Low Tide Corp,-11.644
Low Tide Corp,1.32
Low Tide Corp,-4.2936
Low Tide Corp,4.743
Low Tide Corp,-8.43
Low Tide Corp,9.48
Low Tide Corp,21.12
Low Tide Corp,-14.2356
Low Tide Corp,22.986
Low Tide Corp,-17.688
Low Tide Corp,5.565
Low Tide Corp,-144.63594
Low Tide Corp,-23.268
Low Tide Corp,59.004
Low Tide Corp,2.14
Low Tide Corp,23.712
Low Tide Corp,-1.6880000000000002
Low Tide Corp,3.68
Low Tide Corp,-0.064
Low Tide Corp,8.04
Low Tide Corp,8.82
Low Tide Corp,0.88
Low Tide Corp,13.08
Low Tide Corp,6.8
Low Tide Corp,8.08
Low Tide Corp,102.0075
Low Tide Corp,-4.263999999999999
Low Tide Corp,-24.32
Low Tide Corp,-36.848
Low Tide Corp,4.16
Low Tide Corp,53.76
Low Tide Corp,10.28
Low Tide Corp,1.44
Low Tide Corp,13.68
Low Tide Corp,-16.5
Low Tide Corp,11.46
Low Tide Corp,-10.0089
Low Tide Corp,70.7259
Low Tide Corp,-15.08
Low Tide Corp,-7.782
Low Tide Corp,21.14
Low Tide Corp,16.96
Low Tide Corp,1.8
Low Tide Corp,-6.0768
Low Tide Corp,0.9336
Low Tide Corp,-2.68
Low Tide Corp,9.96
Low Tide Corp,3.252
Low Tide Corp,-34.016
Low Tide Corp,21.04
Low Tide Corp,-12.024000000000001
Low Tide Corp,-10.1508
Low Tide Corp,38.08
Low Tide Corp,6.42
Low Tide Corp,-20.8935
Low Tide Corp,-1.696
Low Tide Corp,0.84
Low Tide Corp,11.88
Low Tide Corp,6.2244
Low Tide Corp,4.72
Low Tide Corp,-22.336
Low Tide Corp,10.52
Low Tide Corp,7.44
Low Tide Corp,-3.036
Low Tide Corp,-8.4516
Low Tide Corp,-14.0499
Low Tide Corp,-1.268
Low Tide Corp,-25.92
Low Tide Corp,-3.108
Low Tide Corp,22.0032
Low Tide Corp,5.6376
Low Tide Corp,9.8
Low Tide Corp,6.1
Low Tide Corp,1.48
Low Tide Corp,15.0
Low Tide Corp,-14.844000000000001
Low Tide Corp,-3.0396
Low Tide Corp,-24.3804
Low Tide Corp,-11.34
Low Tide Corp,-4.2258
Low Tide Corp,-0.8862
Low Tide Corp,20.7804
Low Tide Corp,-7.188
Low Tide Corp,-24.5
Low Tide Corp,-16.06
Low Tide Corp,1.44
Low Tide Corp,4.16
Low Tide Corp,2.14
Low Tide Corp,16.96
Low Tide Corp,-7.36
Low Tide Corp,-144.63594
Low Tide Corp,68.976
Low Tide Corp,5.022
Low Tide Corp,91.2
Low Tide Corp,12.08
Low Tide Corp,8.28
Low Tide Corp,1.76
Low Tide Corp,-10.0908
Low Tide Corp,9.3312
Low Tide Corp,-4.272
Low Tide Corp,14.76
Low Tide Corp,182.0
Low Tide Corp,9.288
Low Tide Corp,301.97196
Low Tide Corp,2.84
Low Tide Corp,6.4
Low Tide Corp,-5.349
Low Tide Corp,-24.6258
Low Tide Corp,8.8784
Low Tide Corp,2.8
Low Tide Corp,23.12
Low Tide Corp,3.24
Low Tide Corp,26.08
Low Tide Corp,3.8822
Low Tide Corp,-17.96
Low Tide Corp,33.76
Low Tide Corp,112.4928
Low Tide Corp,-40.44
Low Tide Corp,-2.436
Low Tide Corp,0.4626
Low Tide Corp,-23.2626
Low Tide Corp,-12.78
Low Tide Corp,1.86
Low Tide Corp,176.96
Low Tide Corp,2.4
Low Tide Corp,8.7
Low Tide Corp,301.97196
Low Tide Corp,-122.742
Low Tide Corp,28.8
Low Tide Corp,20.04
Low Tide Corp,5.04
Low Tide Corp,3.895
Low Tide Corp,18.0096
Low Tide Corp,18.912
Low Tide Corp,56.16
Low Tide Corp,1.521
Low Tide Corp,24.3
Low Tide Corp,21.84
Low Tide Corp,9.9
Low Tide Corp,-1.4664
Low Tide Corp,31.1706
Low Tide Corp,0.912
Low Tide Corp,7.209
Low Tide Corp,40.8
Low Tide Corp,-81.8685
Low Tide Corp,21.228
Low Tide Corp,3.68
Low Tide Corp,49.2
Low Tide Corp,-7.36
Low Tide Corp,-29.5605
Low Tide Corp,-22.596
Low Tide Corp,-18.4518
Low Tide Corp,-18.848
Low Tide Corp,0.84
Low Tide Corp,12.56
Low Tide Corp,9.28
Low Tide Corp,32.6046
Low Tide Corp,7.3356
Low Tide Corp,-5.994
Low Tide Corp,-17.136
Low Tide Corp,1.6380000000000001
Low Tide Corp,-3.4619999999999997
Low Tide Corp,50.76
Low Tide Corp,8.7
Low Tide Corp,2.78
Low Tide Corp,18.96
Low Tide Corp,5.04
Low Tide Corp,-10.5186
Low Tide Corp,33.176
Low Tide Corp,-79.71600000000001
Low Tide Corp,-6.912000000000001
Low Tide Corp,208.56
Low Tide Corp,-2.187
Low Tide Corp,-33.693000000000005
Low Tide Corp,-29.3139
Low Tide Corp,1.8672
Low Tide Corp,27.6
Low Tide Corp,-27.02
Low Tide Corp,3.4686
Low Tide Corp,10.32
Low Tide Corp,12.62
Low Tide Corp,3.2960000000000003
Low Tide Corp,2.24
Low Tide Corp,2.06
Low Tide Corp,2.2
Low Tide Corp,35.2
Low Tide Corp,1.28
Low Tide Corp,3.22
Low Tide Corp,-0.0705
Low Tide Corp,-16.956
Low Tide Corp,21.164
Low Tide Corp,5.8604
Low Tide Corp,30.2778
Low Tide Corp,-6.5415
Low Tide Corp,107.38799999999999
Low Tide Corp,16.428
Low Tide Corp,3.96
Low Tide Corp,-6.792000000000001
Low Tide Corp,4.0
Low Tide Corp,6.16
Low Tide Corp,1.6209
Low Tide Corp,-3.7680000000000002
Low Tide Corp,0.28
Low Tide Corp,150.252
Low Tide Corp,12.249
Low Tide Corp,-1.569
Low Tide Corp,104.07600000000001
Low Tide Corp,7.007999999999999
Low Tide Corp,-7.1865
Low Tide Corp,6.6975
Low Tide Corp,12.48
Low Tide Corp,-0.7959999999999999
Low Tide Corp,0.0
Low Tide Corp,8.08
Low Tide Corp,-121.296
Low Tide Corp,-60.38399999999999
Low Tide Corp,10.062000000000001
Low Tide Corp,58.1
Low Tide Corp,6.532
Low Tide Corp,4.0
Low Tide Corp,-5.89
Low Tide Corp,18.24
Low Tide Corp,-131.076
Low Tide Corp,-20.004
Low Tide Corp,-0.024
Low Tide Corp,2.2098
Low Tide Corp,1.4456
Low Tide Corp,4.8
Low Tide Corp,-20.432000000000002
Low Tide Corp,0.498
Low Tide Corp,53.3466
Low Tide Corp,4.8825
Low Tide Corp,3.6288
Low Tide Corp,-6.462000000000001
Low Tide Corp,0.3336
Low Tide Corp,13.2
Low Tide Corp,12.32
Low Tide Corp,4.4
Low Tide Corp,51.72
Low Tide Corp,-9.48
Low Tide Corp,9.06
Low Tide Corp,-3.2406
Low Tide Corp,30.996
Low Tide Corp,11.06
Low Tide Corp,5.22
Low Tide Corp,7.52
Low Tide Corp,36.54
Low Tide Corp,287.092
Low Tide Corp,2.6556
Low Tide Corp,3.5767
Low Tide Corp,4.44
Low Tide Corp,-14.985
Low Tide Corp,9.912
Low Tide Corp,7.16
Low Tide Corp,223.2
Low Tide Corp,6.9
Low Tide Corp,-51.94
Low Tide Corp,-16.08
Low Tide Corp,4.4
Low Tide Corp,-15.152999999999999
Low Tide Corp,-58.26
Low Tide Corp,37.23
Low Tide Corp,17.253
Low Tide Corp,2.0228
Low Tide Corp,55.763999999999996
Low Tide Corp,9.3312
Low Tide Corp,1.0192
Low Tide Corp,-11.92
Low Tide Corp,24.66
Low Tide Corp,119.88
Low Tide Corp,3.52
Low Tide Corp,-10.344000000000001
Low Tide Corp,-4.656000000000001
Low Tide Corp,-144.63594
Low Tide Corp,3.528
Low Tide Corp,2.61
Low Tide Corp,32.8
Low Tide Corp,301.97196
Low Tide Corp,56.28
Low Tide Corp,15.04
Low Tide Corp,4.8
Low Tide Corp,99.48
Low Tide Corp,2.88
Low Tide Corp,4.44
Low Tide Corp,30.4
Low Tide Corp,10.7
Low Tide Corp,20.22
Low Tide Corp,1.84
Low Tide Corp,25.04
Low Tide Corp,24.42
Low Tide Corp,7.2177
Low Tide Corp,68.96
Low Tide Corp,20.52
Low Tide Corp,2.64
Low Tide Corp,13.104000000000001
Low Tide Corp,21.92
Low Tide Corp,94.962
Low Tide Corp,49.3
Low Tide Corp,3.8
Low Tide Corp,39.84
Low Tide Corp,17.4828
Low Tide Corp,4.4352
Low Tide Corp,-1.5399
Low Tide Corp,0.0
Low Tide Corp,41.496
Low Tide Corp,-8.442
Low Tide Corp,-26.808000000000003
Low Tide Corp,-39.648
Low Tide Corp,-0.0147
Low Tide Corp,5.9904
Low Tide Corp,6.0
Low Tide Corp,21.0
Low Tide Corp,-6.852
Low Tide Corp,-6.62
Low Tide Corp,51.3
Low Tide Corp,6.12
Low Tide Corp,5.8045
Low Tide Corp,2.9646
Low Tide Corp,13.8915
Low Tide Corp,13.895999999999999
Low Tide Corp,5.58
Low Tide Corp,-0.376
Low Tide Corp,19.2
Low Tide Corp,2.8764
Low Tide Corp,83.2097
Low Tide Corp,11.04
Low Tide Corp,10.9
Low Tide Corp,10.584000000000001
Low Tide Corp,12.42
Low Tide Corp,301.97196
Low Tide Corp,23.9
Low Tide Corp,6.2016
Low Tide Corp,6.0
Low Tide Corp,37.68
Low Tide Corp,20.58
Low Tide Corp,-8.667
Low Tide Corp,301.97196
Low Tide Corp,28.0876
Low Tide Corp,36.54
Low Tide Corp,1.24
Low Tide Corp,12.3
Low Tide Corp,0.0
Low Tide Corp,3.7760000000000002
Low Tide Corp,8.712
Low Tide Corp,-12.1458
Low Tide Corp,-3.8202
Low Tide Corp,-10.485
Low Tide Corp,301.97196
Low Tide Corp,27.881999999999998
Low Tide Corp,2.592
Low Tide Corp,1.68
Low Tide Corp,3.1
Low Tide Corp,-32.022
Low Tide Corp,2.2815
Low Tide Corp,-10.71
Low Tide Corp,20.72
Low Tide Corp,3.52
Low Tide Corp,168.72
Low Tide Corp,3.18
Low Tide Corp,30.3
Low Tide Corp,4.12
Low Tide Corp,-0.8340000000000001
Low Tide Corp,-14.5656
Low Tide Corp,22.2
Low Tide Corp,-0.032
Low Tide Corp,-3.904
Low Tide Corp,21.42
Low Tide Corp,12.6
Low Tide Corp,-8.8824
Low Tide Corp,-3.8706
Low Tide Corp,63.873000000000005
Low Tide Corp,27.92
Low Tide Corp,12.46
Low Tide Corp,-144.63594
Low Tide Corp,6.4128
Low Tide Corp,42.06
Low Tide Corp,22.4
Low Tide Corp,41.6
Low Tide Corp,2.34
Low Tide Corp,15.24
Low Tide Corp,5.68
Low Tide Corp,-1.5719999999999998
Low Tide Corp,6.3504
Low Tide Corp,8.4942
Low Tide Corp,0.08
Low Tide Corp,6.636
Low Tide Corp,2.72
Low Tide Corp,-4.32
Low Tide Corp,-31.92
Low Tide Corp,10.32
Low Tide Corp,-82.60799999999999
Low Tide Corp,5.2
Low Tide Corp,0.7665
Low Tide Corp,6.96
Low Tide Corp,32.655
Low Tide Corp,-33.2424
Low Tide Corp,-7.9806
Low Tide Corp,3.1104
Low Tide Corp,16.08
Low Tide Corp,9.92
Low Tide Corp,1.2
Low Tide Corp,4.4
Low Tide Corp,-6.78
Low Tide Corp,-18.1956
Low Tide Corp,-24.0309
Low Tide Corp,-144.63594
Low Tide Corp,4.44
Low Tide Corp,16.56
Low Tide Corp,20.44
Low Tide Corp,39.72
Low Tide Corp,36.7722
Low Tide Corp,4.9648
Low Tide Corp,9.84
Low Tide Corp,-18.5589
Low Tide Corp,-0.597
Low Tide Corp,2.82
Low Tide Corp,17.6
Low Tide Corp,93.52
Low Tide Corp,73.92
Low Tide Corp,30.912
Low Tide Corp,2.52
Low Tide Corp,14.7
Low Tide Corp,12.72
Low Tide Corp,9.6
Low Tide Corp,34.866
Low Tide Corp,38.025
Low Tide Corp,5.8708
Low Tide Corp,-16.817999999999998
Low Tide Corp,6.0416
Low Tide Corp,-13.6467
Low Tide Corp,9.936
Low Tide Corp,1.6752
Low Tide Corp,-0.69
Low Tide Corp,-25.4925
Low Tide Corp,1.8119999999999998
Low Tide Corp,-10.432
Low Tide Corp,3.72
Low Tide Corp,6.6
Low Tide Corp,7.64
Low Tide Corp,7.04
Low Tide Corp,-5.688
Low Tide Corp,-144.63594
Low Tide Corp,15.1
Low Tide Corp,8.0
Low Tide Corp,8.1
Low Tide Corp,-7.192
Low Tide Corp,2.7760000000000002
Low Tide Corp,-10.415999999999999
Low Tide Corp,-36.048
Low Tide Corp,19.7
Low Tide Corp,10.76
Low Tide Corp,0.0
Low Tide Corp,37.98
Low Tide Corp,51.1659
Low Tide Corp,-14.773
Low Tide Corp,1.7248
Low Tide Corp,1.9024
Low Tide Corp,-52.632
Low Tide Corp,36.3
Low Tide Corp,42.06
Low Tide Corp,-2.676
Low Tide Corp,6.08
Low Tide Corp,2.92
Low Tide Corp,64.64
Low Tide Corp,35.64
Low Tide Corp,-15.76
Low Tide Corp,-5.216
Low Tide Corp,7.6
Low Tide Corp,18.4434
Low Tide Corp,-87.1488
Low Tide Corp,1.0192
Low Tide Corp,5.382000000000001
Low Tide Corp,12.4416
Low Tide Corp,25.791999999999998
Low Tide Corp,14.52
Low Tide Corp,6.0
Low Tide Corp,29.9
Low Tide Corp,0.12
Low Tide Corp,16.48
Low Tide Corp,45.24
Low Tide Corp,0.0
Low Tide Corp,0.16
Low Tide Corp,-5.52
Low Tide Corp,-18.2525
Low Tide Corp,9.84
Low Tide Corp,-15.8238
Low Tide Corp,282.2092
Low Tide Corp,3.1654
Low Tide Corp,28.8576
Low Tide Corp,15.876
Low Tide Corp,160.623
Low Tide Corp,24.82
Low Tide Corp,-92.712
Low Tide Corp,-15.264000000000001
Low Tide Corp,-38.109
Low Tide Corp,28.3635
Low Tide Corp,131.76
Low Tide Corp,0.8295
Low Tide Corp,24.2256
Low Tide Corp,0.8792
Low Tide Corp,31.04
Low Tide Corp,1.7
Low Tide Corp,2.448
Low Tide Corp,-28.48
Low Tide Corp,21.92
Low Tide Corp,-23.616
Low Tide Corp,-108.68
Low Tide Corp,-11.484000000000002
Low Tide Corp,-2.193
Low Tide Corp,7.08
Low Tide Corp,30.48
Low Tide Corp,7.56
Low Tide Corp,-5.9157
Low Tide Corp,-1.4193
Low Tide Corp,1.4364
Low Tide Corp,14.682
Low Tide Corp,2.08
Low Tide Corp,30.3
Low Tide Corp,11.88
Low Tide Corp,32.44
Low Tide Corp,13.095
Low Tide Corp,-43.1082
Low Tide Corp,10.052999999999999
Low Tide Corp,-144.63594
Low Tide Corp,5.58
Low Tide Corp,-26.208000000000002
Low Tide Corp,-2.0535
Low Tide Corp,-4.5468
Low Tide Corp,4.8118
Low Tide Corp,2.8
Low Tide Corp,12.64
Low Tide Corp,11.08
Low Tide Corp,66.24
Low Tide Corp,-20.889
Low Tide Corp,3.08
Low Tide Corp,0.2
Low Tide Corp,47.3
Low Tide Corp,-8.652000000000001
Low Tide Corp,23.92
Low Tide Corp,301.84
Low Tide Corp,7.14
Low Tide Corp,-24.5619
Low Tide Corp,46.95
Low Tide Corp,9.9468
Low Tide Corp,-12.9568
Low Tide Corp,54.04
Low Tide Corp,-13.895999999999999
Low Tide Corp,0.24
Low Tide Corp,102.27600000000001
Low Tide Corp,3.6288
Low Tide Corp,62.0368
Low Tide Corp,-5.2072
Low Tide Corp,11.16
Low Tide Corp,13.6
Low Tide Corp,10.38
Low Tide Corp,10.68
Low Tide Corp,2.4
Low Tide Corp,4.96
Low Tide Corp,4.02
Low Tide Corp,5.76
Low Tide Corp,12.56
Low Tide Corp,-1.575
Low Tide Corp,17.64
Low Tide Corp,4.28
Low Tide Corp,139.2
Low Tide Corp,-11.2761
Low Tide Corp,6.206
Low Tide Corp,4.5
Low Tide Corp,7.56
Low Tide Corp,2.6
Low Tide Corp,-15.345
Low Tide Corp,8.622
Low Tide Corp,11.0454
Low Tide Corp,-39.9654
Low Tide Corp,-5.3442
Low Tide Corp,6.8714
Low Tide Corp,1.1564
Low Tide Corp,112.22399999999999
Low Tide Corp,10.0772
Low Tide Corp,-8.912
Low Tide Corp,7.98
Low Tide Corp,31.031999999999996
Low Tide Corp,0.34
Low Tide Corp,-5.76
Low Tide Corp,14.92
Low Tide Corp,8.166
Low Tide Corp,-6.03
Low Tide Corp,249.84
Low Tide Corp,9.56
Low Tide Corp,4.02
Low Tide Corp,42.66
Low Tide Corp,21.42
Low Tide Corp,9.06
Low Tide Corp,44.7
Low Tide Corp,7.434
Low Tide Corp,301.97196
Low Tide Corp,3.22
Low Tide Corp,19.62
Low Tide Corp,16.52
Low Tide Corp,11.5
Low Tide Corp,171.3
Low Tide Corp,18.7695
Low Tide Corp,2.1
Low Tide Corp,57.0
Low Tide Corp,37.86
Low Tide Corp,5.9316
Low Tide Corp,1.9488
Low Tide Corp,-4.86
Low Tide Corp,13.338
Low Tide Corp,1.88
Low Tide Corp,-12.796
Low Tide Corp,6.18
Low Tide Corp,53.4954
Low Tide Corp,2.7166
Low Tide Corp,36.72
Low Tide Corp,28.6
Low Tide Corp,99.3
Low Tide Corp,0.0
Low Tide Corp,-19.94
Low Tide Corp,-1.3840000000000001
Low Tide Corp,28.8
Low Tide Corp,1.8144
Low Tide Corp,-2.7439999999999998
Low Tide Corp,-8.432
Low Tide Corp,-16.304000000000002
Low Tide Corp,2.06
Low Tide Corp,2.128
Low Tide Corp,17.04
Low Tide Corp,0.68
Low Tide Corp,-9.584
Low Tide Corp,5.49
Low Tide Corp,7.1928
Low Tide Corp,15.92
Low Tide Corp,9.18
Low Tide Corp,5.46
Low Tide Corp,11.04
Low Tide Corp,45.68
Low Tide Corp,22.68
Low Tide Corp,4.1388
Low Tide Corp,-34.974000000000004
Low Tide Corp,12.36
Low Tide Corp,-16.68
Low Tide Corp,7.2744
Low Tide Corp,-1.4316
Low Tide Corp,-78.3678
Low Tide Corp,-5.4639
Low Tide Corp,-10.4214
Low Tide Corp,9.8164
Low Tide Corp,3.24
Low Tide Corp,9.36
Low Tide Corp,6.504
Low Tide Corp,25.623
Low Tide Corp,-3.051
Low Tide Corp,5.0128
Low Tide Corp,36.3
Low Tide Corp,6.1
Low Tide Corp,-10.1835
Low Tide Corp,0.1548
Low Tide Corp,1.4456
Low Tide Corp,-11.84
Low Tide Corp,-4.352
Low Tide Corp,-1.656
Low Tide Corp,2.72
Low Tide Corp,-1.4580000000000002
Low Tide Corp,-8.64
Low Tide Corp,44.6
Low Tide Corp,-3.804
Low Tide Corp,0.0
Low Tide Corp,14.1426
Low Tide Corp,-7.92
Low Tide Corp,-45.864
Low Tide Corp,6.08
Low Tide Corp,1.76
Low Tide Corp,10.02
Low Tide Corp,-2.7189
Low Tide Corp,-10.2618
Low Tide Corp,15.636
Low Tide Corp,23.0
Low Tide Corp,4.96
Low Tide Corp,-6.218999999999999
Low Tide Corp,-51.3804
Low Tide Corp,301.97196
Low Tide Corp,-17.184
Low Tide Corp,1.4456
Low Tide Corp,3.5178
Low Tide Corp,4.12
Low Tide Corp,14.08
Low Tide Corp,-26.256
Low Tide Corp,7.52
Low Tide Corp,19.4
Low Tide Corp,9.84
