SKU ID,Sector,Category,Segment,Brand,Revenue($),Units_sold,Page_traffic_equal_bin,Day,Month,Year
183,1,0,7,9,26520,1361,0.0,22,5,2021
190,1,0,7,22,25065,1383,0.0,29,5,2021
207,1,0,5,2,22735,1224,0.0,3,7,2021
188,1,0,7,9,29178,1479,1.0,11,9,2021
180,1,0,7,9,23005,1261,0.0,18,9,2021
195,1,0,7,22,31288,1656,0.0,9,10,2021
187,1,0,7,9,39738,1842,1.0,22,1,2022
195,1,0,7,22,39004,1782,1.0,12,2,2022
196,1,0,7,22,35023,1689,1.0,26,2,2022
200,1,0,5,2,41674,1918,1.0,23,4,2022
196,1,0,7,22,27828,1343,0.0,30,7,2022
189,1,0,7,9,35769,1859,1.0,12,11,2022
197,1,0,7,22,26569,1480,0.0,31,12,2022
194,1,0,7,22,0,0,0.0,16,1,2021
189,1,0,7,9,0,0,0.0,30,1,2021
202,1,0,5,2,0,0,0.0,20,2,2021
193,1,0,7,22,0,0,0.0,20,3,2021
188,1,0,7,9,0,0,0.0,3,4,2021
210,1,0,5,10,0,0,0.0,17,4,2021
181,1,0,7,9,0,0,0.0,24,4,2021
201,1,0,5,2,0,0,0.0,29,5,2021
183,1,0,7,9,0,0,0.0,3,7,2021
183,1,0,7,9,0,0,0.0,10,7,2021
199,1,0,7,22,0,0,0.0,31,7,2021
191,1,0,7,22,0,0,0.0,21,8,2021
208,1,0,5,2,0,0,0.0,9,10,2021
195,1,0,7,22,0,0,0.0,23,10,2021
202,1,0,5,2,0,0,0.0,20,11,2021
199,1,0,7,22,0,0,0.0,27,11,2021
191,1,0,7,22,0,0,0.0,18,12,2021
191,1,0,7,22,0,0,0.0,8,1,2022
186,1,0,7,9,0,0,0.0,29,1,2022
198,1,0,7,22,0,0,0.0,12,3,2022
184,1,0,7,9,0,0,0.0,7,5,2022
184,1,0,7,9,0,0,0.0,30,7,2022
213,1,0,5,10,0,0,0.0,6,8,2022
183,1,0,7,9,0,0,0.0,1,10,2022
196,1,0,7,22,0,0,0.0,3,12,2022
212,1,0,5,10,0,0,0.0,31,12,2022
193,1,0,7,22,0,0,0.0,6,3,2021
214,1,0,5,10,0,0,0.0,20,3,2021
192,1,0,7,22,0,0,0.0,27,3,2021
183,1,0,7,9,0,0,0.0,24,4,2021
181,1,0,7,9,0,0,0.0,1,5,2021
182,1,0,7,9,0,0,0.0,12,6,2021
219,1,0,5,10,0,0,0.0,11,12,2021
217,1,0,5,10,0,0,0.0,25,12,2021
183,1,0,7,9,0,0,0.0,8,1,2022
205,1,0,5,2,0,0,0.0,26,2,2022
183,1,0,7,9,0,0,0.0,19,3,2022
190,1,0,7,22,0,0,0.0,30,4,2022
189,1,0,7,9,0,0,0.0,4,6,2022
180,1,0,7,9,0,0,0.0,16,7,2022
202,1,0,5,2,15217,675,1.0,9,1,2021
194,1,0,7,22,14201,676,1.0,20,3,2021
187,1,0,7,9,15727,807,1.0,27,3,2021
197,1,0,7,22,16435,790,1.0,3,4,2021
217,1,0,5,10,13950,654,1.0,17,7,2021
185,1,0,7,9,25928,1000,1.0,14,8,2021
205,1,0,5,2,26968,1021,0.0,21,8,2021
181,1,0,7,9,24774,884,0.0,11,12,2021
180,1,0,7,9,29093,973,0.0,26,2,2022
193,1,0,7,22,24825,923,0.0,26,3,2022
190,1,0,7,22,30237,1140,1.0,7,5,2022
190,1,0,7,22,32344,1138,1.0,16,7,2022
207,1,0,5,2,32890,1186,1.0,30,7,2022
192,1,0,7,22,31944,1180,1.0,13,8,2022
194,1,0,7,22,39141,1308,1.0,3,9,2022
188,1,0,7,9,32902,1151,1.0,10,9,2022
192,1,0,7,22,42205,1581,1.0,31,12,2022
210,1,0,5,10,0,0,0.0,16,1,2021
215,1,0,5,10,0,0,0.0,6,2,2021
199,1,0,7,22,0,0,0.0,13,3,2021
191,1,0,7,22,0,0,0.0,20,3,2021
192,1,0,7,22,0,0,0.0,3,4,2021
198,1,0,7,22,0,0,0.0,17,4,2021
206,1,0,5,2,0,0,0.0,19,6,2021
216,1,0,5,10,0,0,0.0,26,6,2021
192,1,0,7,22,0,0,0.0,20,11,2021
193,1,0,7,22,0,0,0.0,25,12,2021
188,1,0,7,9,0,0,0.0,8,1,2022
194,1,0,7,22,0,0,0.0,2,4,2022
219,1,0,5,10,0,0,0.0,16,4,2022
189,1,0,7,9,0,0,0.0,25,6,2022
207,1,0,5,2,0,0,0.0,9,7,2022
197,1,0,7,22,0,0,0.0,19,11,2022
188,1,0,7,9,0,0,0.0,13,3,2021
185,1,0,7,9,0,0,0.0,27,3,2021
194,1,0,7,22,0,0,0.0,20,11,2021
184,1,0,7,9,0,0,0.0,25,12,2021
190,1,0,7,22,0,0,0.0,15,1,2022
193,1,0,7,22,0,0,0.0,16,4,2022
198,1,0,7,22,0,0,0.0,4,6,2022
213,1,0,5,10,0,0,0.0,11,6,2022
191,1,0,7,22,0,0,0.0,18,6,2022
188,1,0,7,9,0,0,0.0,6,8,2022
194,1,0,7,22,0,0,0.0,17,9,2022
205,1,0,5,2,0,0,0.0,29,10,2022
187,1,0,7,9,0,0,0.0,5,11,2022
184,1,0,7,9,0,0,0.0,10,12,2022
183,1,0,7,9,4394,202,0.0,6,2,2021
196,1,0,7,22,10725,486,0.0,10,4,2021
191,1,0,7,22,8293,406,0.0,17,4,2021
218,1,0,5,10,12071,605,0.0,24,4,2021
189,1,0,7,9,9092,653,0.0,8,5,2021
183,1,0,7,9,12120,427,0.0,24,7,2021
199,1,0,7,22,10710,456,0.0,14,8,2021
187,1,0,7,9,8974,356,0.0,29,1,2022
190,1,0,7,22,13870,633,0.0,5,3,2022
199,1,0,7,22,8020,370,0.0,12,3,2022
184,1,0,7,9,9911,451,0.0,26,3,2022
191,1,0,7,22,12256,554,0.0,7,5,2022
186,1,0,7,9,11738,448,0.0,4,6,2022
189,1,0,7,9,14020,552,0.0,11,6,2022
197,1,0,7,22,21645,606,0.0,6,8,2022
196,1,0,7,22,32487,907,0.0,13,8,2022
205,1,0,5,2,0,0,0.0,9,1,2021
185,1,0,7,9,0,0,0.0,23,1,2021
189,1,0,7,9,0,0,0.0,20,2,2021
190,1,0,7,22,0,0,0.0,27,2,2021
185,1,0,7,9,0,0,0.0,3,4,2021
189,1,0,7,9,0,0,0.0,17,4,2021
195,1,0,7,22,0,0,0.0,5,6,2021
192,1,0,7,22,0,0,0.0,26,6,2021
180,1,0,7,9,0,0,0.0,24,7,2021
218,1,0,5,10,0,0,0.0,14,8,2021
194,1,0,7,22,0,0,0.0,18,9,2021
203,1,0,5,2,0,0,0.0,25,9,2021
197,1,0,7,22,0,0,0.0,30,10,2021
193,1,0,7,22,0,0,0.0,13,11,2021
196,1,0,7,22,0,0,0.0,27,11,2021
188,1,0,7,9,0,0,0.0,25,12,2021
193,1,0,7,22,0,0,0.0,27,8,2022
209,1,0,5,2,0,0,0.0,3,9,2022
194,1,0,7,22,0,0,0.0,1,10,2022
196,1,0,7,22,0,0,0.0,3,12,2022
186,1,0,7,9,0,0,0.0,10,12,2022
186,1,0,7,9,31395,1301,1.0,13,2,2021
180,1,0,7,9,30758,1287,1.0,13,3,2021
194,1,0,7,22,29824,1260,1.0,20,3,2021
186,1,0,7,9,27831,1091,1.0,14,8,2021
190,1,0,7,22,31584,1498,1.0,6,11,2021
215,1,0,5,10,35859,1922,1.0,15,1,2022
186,1,0,7,9,27951,1495,1.0,5,2,2022
208,1,0,5,2,29790,1397,1.0,5,3,2022
183,1,0,7,9,28222,1277,0.0,16,4,2022
200,1,0,5,2,31200,1357,0.0,21,5,2022
213,1,0,5,10,25457,1150,0.0,9,7,2022
183,1,0,7,9,30880,1466,1.0,30,7,2022
182,1,0,7,9,34463,1535,1.0,6,8,2022
184,1,0,7,9,34252,1692,1.0,3,12,2022
203,1,0,5,2,0,0,0.0,2,1,2021
194,1,0,7,22,0,0,0.0,20,2,2021
201,1,0,5,2,0,0,0.0,13,3,2021
182,1,0,7,9,0,0,0.0,10,4,2021
194,1,0,7,22,0,0,0.0,5,6,2021
209,1,0,5,2,0,0,0.0,19,6,2021
215,1,0,5,10,0,0,0.0,26,6,2021
213,1,0,5,10,0,0,0.0,10,7,2021
186,1,0,7,9,0,0,0.0,18,9,2021
190,1,0,7,22,0,0,0.0,18,12,2021
181,1,0,7,9,0,0,0.0,29,1,2022
196,1,0,7,22,0,0,0.0,19,2,2022
186,1,0,7,9,0,0,0.0,2,4,2022
204,1,0,5,2,0,0,0.0,11,6,2022
190,1,0,7,22,0,0,0.0,2,7,2022
188,1,0,7,9,0,0,0.0,30,7,2022
206,1,0,5,2,0,0,0.0,10,9,2022
185,1,0,7,9,0,0,0.0,24,9,2022
182,1,0,7,9,0,0,0.0,1,10,2022
196,1,0,7,22,0,0,0.0,10,12,2022
194,1,0,7,22,0,0,0.0,24,12,2022
207,1,0,5,2,32954,1510,0.0,2,1,2021
185,1,0,7,9,36638,1537,0.0,27,2,2021
195,1,0,7,22,34919,1490,0.0,6,3,2021
182,1,0,7,9,31528,1366,0.0,13,3,2021
199,1,0,7,22,37892,1721,1.0,1,5,2021
196,1,0,7,22,33738,1653,1.0,8,5,2021
189,1,0,7,9,38046,1788,1.0,22,5,2021
180,1,0,7,9,36416,1684,0.0,3,7,2021
190,1,0,7,22,32238,1463,0.0,14,8,2021
217,1,0,5,10,29363,1363,0.0,23,10,2021
186,1,0,7,9,37507,1653,0.0,20,11,2021
195,1,0,7,22,42414,1805,1.0,18,12,2021
180,1,0,7,9,34691,1585,1.0,29,1,2022
191,1,0,7,22,36401,1614,1.0,19,2,2022
180,1,0,7,9,39358,1646,1.0,26,2,2022
191,1,0,7,22,29425,1250,0.0,23,4,2022
187,1,0,7,9,32705,1444,0.0,4,6,2022
214,1,0,5,10,31628,1453,0.0,9,7,2022
187,1,0,7,9,33372,1457,0.0,23,7,2022
191,1,0,7,22,28485,1283,0.0,30,7,2022
217,1,0,5,10,40841,1520,0.0,3,9,2022
193,1,0,7,22,36422,1545,0.0,3,12,2022
190,1,0,7,22,9371,582,0.0,2,1,2021
191,1,0,7,22,6411,614,0.0,27,2,2021
192,1,0,7,22,13851,1024,0.0,5,6,2021
199,1,0,7,22,15397,1073,0.0,12,6,2021
208,1,0,5,2,14674,1044,0.0,24,7,2021
181,1,0,7,9,17774,1126,0.0,6,11,2021
213,1,0,5,10,12080,1139,1.0,11,12,2021
183,1,0,7,9,14558,1257,1.0,8,1,2022
187,1,0,7,9,16568,1086,0.0,27,8,2022
189,1,0,7,9,8246,967,0.0,10,9,2022
185,1,0,7,9,17057,1218,1.0,17,9,2022
186,1,0,7,9,25114,1893,1.0,26,11,2022
199,1,0,7,22,3695,179,0.0,13,2,2021
189,1,0,7,9,9773,396,0.0,20,3,2021
187,1,0,7,9,10725,486,0.0,10,4,2021
184,1,0,7,9,8293,406,0.0,17,4,2021
191,1,0,7,22,9654,686,0.0,5,6,2021
197,1,0,7,22,11755,326,1.0,19,6,2021
194,1,0,7,22,6812,217,0.0,26,6,2021
196,1,0,7,22,12120,427,0.0,24,7,2021
214,1,0,5,10,11766,450,0.0,7,8,2021
187,1,0,7,9,4547,266,0.0,18,9,2021
186,1,0,7,9,5751,355,0.0,25,9,2021
193,1,0,7,22,6090,361,0.0,2,10,2021
198,1,0,7,22,11816,248,0.0,16,10,2021
200,1,0,5,2,12835,573,0.0,20,11,2021
197,1,0,7,22,9221,469,0.0,27,11,2021
184,1,0,7,9,8747,463,0.0,4,12,2021
191,1,0,7,22,4446,265,0.0,11,12,2021
190,1,0,7,22,4175,215,0.0,22,1,2022
183,1,0,7,9,8974,356,0.0,29,1,2022
191,1,0,7,22,8020,370,0.0,12,3,2022
187,1,0,7,9,12451,465,0.0,28,5,2022
201,1,0,5,2,10454,355,0.0,16,7,2022
193,1,0,7,22,26942,786,0.0,10,9,2022
198,1,0,7,22,40137,1038,0.0,15,10,2022
199,1,0,7,22,26247,636,0.0,22,10,2022
198,1,0,7,22,26679,1049,0.0,8,5,2021
210,1,0,5,10,15392,990,0.0,26,6,2021
197,1,0,7,22,19841,1245,0.0,3,7,2021
188,1,0,7,9,14264,970,0.0,10,7,2021
191,1,0,7,22,16998,792,0.0,14,8,2021
197,1,0,7,22,29807,1554,1.0,16,10,2021
199,1,0,7,22,21955,923,0.0,6,11,2021
216,1,0,5,10,14712,535,0.0,25,12,2021
198,1,0,7,22,43460,1715,1.0,8,1,2022
212,1,0,5,10,29320,1135,0.0,12,3,2022
198,1,0,7,22,31753,1205,0.0,16,4,2022
183,1,0,7,9,35998,1365,0.0,30,4,2022
188,1,0,7,9,32672,1278,0.0,14,5,2022
183,1,0,7,9,21078,636,0.0,23,7,2022
186,1,0,7,9,24867,804,0.0,10,9,2022
195,1,0,7,22,16364,611,0.0,24,9,2022
183,1,0,7,9,19289,819,0.0,3,12,2022
198,1,0,7,22,13147,751,0.0,9,1,2021
197,1,0,7,22,11514,645,0.0,30,1,2021
194,1,0,7,22,20278,1079,0.0,1,5,2021
182,1,0,7,9,27275,1432,0.0,22,5,2021
194,1,0,7,22,13825,1173,0.0,17,7,2021
196,1,0,7,22,26444,1330,0.0,7,8,2021
187,1,0,7,9,29548,1674,0.0,11,9,2021
186,1,0,7,9,32269,2084,0.0,25,9,2021
191,1,0,7,22,35011,2119,0.0,2,10,2021
201,1,0,5,2,25292,1720,0.0,9,10,2021
181,1,0,7,9,30079,1723,0.0,16,10,2021
186,1,0,7,9,18732,1386,0.0,23,7,2022
202,1,0,5,2,12999,1221,0.0,6,8,2022
187,1,0,7,9,10110,1152,0.0,27,8,2022
195,1,0,7,22,14644,1534,0.0,24,9,2022
197,1,0,7,22,31825,2382,1.0,19,11,2022
191,1,0,7,22,0,0,0.0,30,1,2021
181,1,0,7,9,0,0,0.0,24,7,2021
198,1,0,7,22,0,0,0.0,14,8,2021
188,1,0,7,9,0,0,0.0,21,8,2021
200,1,0,5,2,0,0,0.0,11,9,2021
218,1,0,5,10,0,0,0.0,13,11,2021
202,1,0,5,2,0,0,0.0,1,1,2022
181,1,0,7,9,0,0,0.0,15,1,2022
189,1,0,7,9,0,0,0.0,5,3,2022
216,1,0,5,10,0,0,0.0,12,3,2022
199,1,0,7,22,0,0,0.0,14,5,2022
200,1,0,5,2,0,0,0.0,21,5,2022
196,1,0,7,22,0,0,0.0,28,5,2022
203,1,0,5,2,0,0,0.0,4,6,2022
201,1,0,5,2,0,0,0.0,2,7,2022
187,1,0,7,9,0,0,0.0,16,7,2022
205,1,0,5,2,0,0,0.0,23,7,2022
186,1,0,7,9,0,0,0.0,22,10,2022
200,1,0,5,2,0,0,0.0,10,12,2022
183,1,0,7,9,0,0,0.0,24,12,2022
195,1,0,7,22,8525,401,0.0,6,2,2021
194,1,0,7,22,8430,357,0.0,13,2,2021
184,1,0,7,9,9714,403,0.0,6,3,2021
218,1,0,5,10,8907,400,0.0,20,3,2021
181,1,0,7,9,11300,515,0.0,3,4,2021
197,1,0,7,22,8136,364,0.0,17,4,2021
185,1,0,7,9,13366,678,0.0,8,5,2021
182,1,0,7,9,107,136,0.0,17,7,2021
207,1,0,5,2,8306,333,0.0,28,8,2021
209,1,0,5,2,18814,768,0.0,16,10,2021
194,1,0,7,22,20280,838,0.0,27,11,2021
196,1,0,7,22,23856,1021,0.0,4,12,2021
215,1,0,5,10,23329,912,0.0,8,1,2022
185,1,0,7,9,22500,918,0.0,15,1,2022
216,1,0,5,10,19990,915,0.0,22,1,2022
204,1,0,5,2,18621,882,0.0,29,1,2022
208,1,0,5,2,16037,611,0.0,23,4,2022
196,1,0,7,22,22709,982,1.0,25,6,2022
218,1,0,5,10,21389,967,0.0,2,7,2022
182,1,0,7,9,23662,1025,1.0,16,7,2022
194,1,0,7,22,23221,1052,1.0,30,7,2022
200,1,0,5,2,30705,1107,1.0,13,8,2022
206,1,0,5,2,26804,877,0.0,5,11,2022
196,1,0,7,22,13595,644,0.0,26,11,2022
182,1,0,7,9,31966,1110,0.0,17,12,2022
206,1,0,5,2,23536,974,0.0,10,4,2021
183,1,0,7,9,33540,1439,0.0,15,5,2021
197,1,0,7,22,24353,675,0.0,14,8,2021
218,1,0,5,10,20876,650,0.0,28,8,2021
189,1,0,7,9,25258,782,0.0,11,9,2021
201,1,0,5,2,19263,416,0.0,30,10,2021
194,1,0,7,22,30213,1014,0.0,19,2,2022
196,1,0,7,22,21201,599,0.0,5,3,2022
183,1,0,7,9,24846,674,0.0,7,5,2022
181,1,0,7,9,23611,639,0.0,14,5,2022
192,1,0,7,22,18400,577,0.0,25,6,2022
183,1,0,7,9,25607,678,0.0,3,9,2022
182,1,0,7,9,25363,953,0.0,15,10,2022
181,1,0,7,9,18508,575,0.0,12,11,2022
181,1,0,7,9,20883,596,0.0,3,12,2022
194,1,0,7,22,7520,153,0.0,24,12,2022
204,1,0,5,2,22110,598,0.0,31,12,2022
182,1,0,7,9,35011,1271,1.0,3,4,2021
187,1,0,7,9,29579,1074,0.0,1,5,2021
184,1,0,7,9,37309,1520,1.0,5,6,2021
199,1,0,7,22,45174,1460,1.0,19,6,2021
203,1,0,5,2,19839,621,0.0,17,7,2021
185,1,0,7,9,30802,892,0.0,31,7,2021
198,1,0,7,22,44091,1490,1.0,11,9,2021
194,1,0,7,22,26684,591,0.0,13,11,2021
182,1,0,7,9,33775,850,0.0,4,12,2021
185,1,0,7,9,20383,466,0.0,25,12,2021
202,1,0,5,2,34019,817,0.0,1,1,2022
192,1,0,7,22,30513,600,0.0,5,2,2022
217,1,0,5,10,32551,836,0.0,12,2,2022
204,1,0,5,2,37958,1002,0.0,12,3,2022
188,1,0,7,9,34147,904,0.0,2,4,2022
193,1,0,7,22,37374,1112,0.0,16,4,2022
182,1,0,7,9,30605,649,0.0,9,7,2022
181,1,0,7,9,33554,695,0.0,6,8,2022
208,1,0,5,2,32892,509,0.0,19,11,2022
185,1,0,7,9,46267,1019,0.0,10,12,2022
198,1,0,7,22,8944,444,0.0,23,1,2021
190,1,0,7,22,13396,551,0.0,13,2,2021
198,1,0,7,22,12910,493,0.0,6,3,2021
190,1,0,7,22,9157,385,0.0,20,3,2021
213,1,0,5,10,12613,620,0.0,10,4,2021
193,1,0,7,22,20743,1047,0.0,1,5,2021
205,1,0,5,2,19712,913,1.0,18,9,2021
186,1,0,7,9,15652,827,0.0,9,10,2021
191,1,0,7,22,22042,1207,0.0,18,12,2021
183,1,0,7,9,8440,572,0.0,25,12,2021
187,1,0,7,9,21734,1159,0.0,22,1,2022
189,1,0,7,9,6021,559,0.0,5,2,2022
199,1,0,7,22,9865,704,0.0,5,3,2022
184,1,0,7,9,13941,839,1.0,30,4,2022
195,1,0,7,22,11433,649,0.0,11,6,2022
192,1,0,7,22,15390,833,0.0,25,6,2022
183,1,0,7,9,16533,867,0.0,2,7,2022
183,1,0,7,9,13911,708,0.0,23,7,2022
211,1,0,5,10,21881,949,0.0,3,9,2022
194,1,0,7,22,18453,1134,0.0,12,11,2022
192,1,0,7,22,27125,1425,0.0,10,12,2022
199,1,0,7,22,2073,133,0.0,9,1,2021
208,1,0,5,2,4675,408,0.0,13,2,2021
181,1,0,7,9,6463,533,0.0,24,4,2021
182,1,0,7,9,4746,468,0.0,1,5,2021
180,1,0,7,9,7839,636,0.0,15,5,2021
186,1,0,7,9,24356,1731,1.0,7,8,2021
190,1,0,7,22,24602,1657,1.0,11,9,2021
194,1,0,7,22,24088,1719,1.0,18,9,2021
181,1,0,7,9,25561,1431,1.0,15,1,2022
192,1,0,7,22,8280,596,0.0,26,2,2022
198,1,0,7,22,20691,1159,1.0,19,3,2022
219,1,0,5,10,25221,1306,1.0,23,4,2022
181,1,0,7,9,27125,1427,1.0,4,6,2022
219,1,0,5,10,28024,1516,1.0,11,6,2022
181,1,0,7,9,17680,929,0.0,6,8,2022
197,1,0,7,22,22071,1019,0.0,17,9,2022
200,1,0,5,2,22320,989,0.0,24,9,2022
189,1,0,7,9,27694,933,1.0,5,11,2022
184,1,0,7,9,32399,1255,1.0,19,11,2022
191,1,0,7,22,18025,724,0.0,24,12,2022
187,1,0,7,9,27113,1533,1.0,20,3,2021
194,1,0,7,22,30354,1604,1.0,3,4,2021
180,1,0,7,9,31103,1499,1.0,1,5,2021
196,1,0,7,22,23632,1179,1.0,12,6,2021
182,1,0,7,9,18652,1252,0.0,3,7,2021
208,1,0,5,2,20098,1134,0.0,31,7,2021
181,1,0,7,9,24331,1039,1.0,11,12,2021
183,1,0,7,9,36238,1728,1.0,19,3,2022
187,1,0,7,9,37380,1779,1.0,9,4,2022
204,1,0,5,2,30743,1305,1.0,18,6,2022
199,1,0,7,22,27991,1218,1.0,25,6,2022
191,1,0,7,22,28142,1215,0.0,9,7,2022
185,1,0,7,9,40565,1537,0.0,27,8,2022
182,1,0,7,9,43108,1678,0.0,17,9,2022
198,1,0,7,22,43516,1679,0.0,24,9,2022
188,1,0,7,9,33892,978,0.0,15,10,2022
180,1,0,7,9,39271,1638,1.0,29,10,2022
183,1,0,7,9,36808,1769,0.0,3,12,2022
190,1,0,7,22,42152,1579,1.0,17,12,2022
183,1,0,7,9,27931,1339,0.0,31,12,2022
193,1,0,7,22,9167,901,0.0,16,1,2021
191,1,0,7,22,8503,1019,0.0,28,8,2021
192,1,0,7,22,22033,1803,1.0,9,10,2021
197,1,0,7,22,15355,1498,0.0,16,10,2021
192,1,0,7,22,11390,1272,0.0,23,10,2021
182,1,0,7,9,20314,1291,1.0,11,12,2021
190,1,0,7,22,18713,1395,1.0,8,1,2022
205,1,0,5,2,5199,837,0.0,26,2,2022
189,1,0,7,9,10745,1094,0.0,5,3,2022
180,1,0,7,9,19381,1370,1.0,26,3,2022
215,1,0,5,10,15330,1212,1.0,2,4,2022
183,1,0,7,9,12645,1106,1.0,9,4,2022
186,1,0,7,9,10438,1010,0.0,16,4,2022
188,1,0,7,9,8723,865,1.0,23,4,2022
186,1,0,7,9,11473,1123,0.0,7,5,2022
207,1,0,5,2,37051,1949,1.0,17,9,2022
187,1,0,7,9,27985,1736,1.0,8,10,2022
188,1,0,7,9,20000,1512,1.0,26,11,2022
187,1,0,7,9,33503,1710,1.0,17,12,2022
197,1,0,7,22,0,0,0.0,6,3,2021
210,1,0,5,10,0,0,0.0,20,3,2021
196,1,0,7,22,0,0,0.0,27,3,2021
195,1,0,7,22,0,0,0.0,10,4,2021
206,1,0,5,2,0,0,0.0,22,5,2021
197,1,0,7,22,0,0,0.0,28,8,2021
199,1,0,7,22,0,0,0.0,4,9,2021
189,1,0,7,9,0,0,0.0,23,10,2021
197,1,0,7,22,0,0,0.0,6,11,2021
199,1,0,7,22,0,0,0.0,27,11,2021
212,1,0,5,10,0,0,0.0,15,1,2022
194,1,0,7,22,0,0,0.0,5,2,2022
192,1,0,7,22,0,0,0.0,2,4,2022
195,1,0,7,22,0,0,0.0,9,4,2022
183,1,0,7,9,0,0,0.0,28,5,2022
186,1,0,7,9,0,0,0.0,2,7,2022
203,1,0,5,2,0,0,0.0,6,8,2022
198,1,0,7,22,0,0,0.0,17,9,2022
191,1,0,7,22,0,0,0.0,24,9,2022
197,1,0,7,22,0,0,0.0,15,10,2022
210,1,0,5,10,0,0,0.0,19,11,2022
219,1,0,5,10,0,0,0.0,3,12,2022
217,1,0,5,10,0,0,0.0,17,12,2022
197,1,0,7,22,22867,1129,0.0,30,1,2021
192,1,0,7,22,16884,1063,0.0,27,2,2021
185,1,0,7,9,16012,1156,0.0,12,6,2021
210,1,0,5,10,2205,542,0.0,21,8,2021
197,1,0,7,22,19659,1461,0.0,13,11,2021
196,1,0,7,22,14671,985,0.0,25,12,2021
191,1,0,7,22,27109,1762,1.0,15,1,2022
186,1,0,7,22,13990,1137,0.0,12,3,2022
184,1,0,7,22,15226,1199,0.0,19,3,2022
210,1,0,5,2,21904,1334,1.0,9,4,2022
190,1,0,7,22,15375,1160,0.0,23,4,2022
182,1,0,7,9,21424,1384,0.0,14,5,2022
195,1,0,7,22,19254,1175,0.0,28,5,2022
195,1,0,7,22,7650,1004,0.0,2,7,2022
194,1,0,7,22,18384,1277,1.0,23,7,2022
181,1,0,7,9,10001,1067,0.0,6,8,2022
190,1,0,7,22,19628,1267,0.0,13,8,2022
206,1,0,5,2,36483,1741,1.0,17,9,2022
198,1,0,7,22,29983,1785,1.0,15,10,2022
188,1,0,7,9,32074,1970,1.0,19,11,2022
184,1,0,7,9,11448,632,0.0,13,2,2021
191,1,0,7,22,12569,656,0.0,13,3,2021
185,1,0,7,9,10613,599,0.0,3,4,2021
190,1,0,7,22,12059,678,0.0,10,4,2021
191,1,0,7,22,7377,473,0.0,17,4,2021
192,1,0,7,22,14135,854,0.0,8,5,2021
190,1,0,7,22,16067,865,0.0,15,5,2021
197,1,0,7,22,16385,1001,0.0,29,5,2021
182,1,0,7,9,10201,646,0.0,12,6,2021
194,1,0,7,22,6203,602,0.0,26,6,2021
211,1,0,5,10,7230,550,0.0,7,8,2021
188,1,0,7,9,10324,613,0.0,4,9,2021
195,1,0,7,22,16463,997,0.0,5,3,2022
183,1,0,7,9,17412,1005,0.0,2,4,2022
185,1,0,7,9,18031,966,0.0,30,4,2022
182,1,0,7,9,16557,932,0.0,4,6,2022
199,1,0,7,22,16992,982,0.0,30,7,2022
180,1,0,7,9,21062,1087,0.0,6,8,2022
194,1,0,7,22,7637,677,0.0,27,8,2022
185,1,0,7,9,21531,1127,0.0,10,9,2022
209,1,0,5,2,13754,906,0.0,29,10,2022
187,1,0,7,9,21241,1184,0.0,5,11,2022
215,1,0,5,10,34803,1254,1.0,9,1,2021
184,1,0,7,9,27286,975,1.0,20,2,2021
199,1,0,7,22,34379,1226,1.0,27,2,2021
182,1,0,7,9,29446,1066,1.0,20,3,2021
182,1,0,7,9,32322,1171,1.0,15,5,2021
187,1,0,7,9,32339,1219,0.0,12,6,2021
187,1,0,7,9,25576,928,0.0,10,7,2021
208,1,0,5,2,30996,1047,0.0,28,8,2021
188,1,0,7,9,24736,740,0.0,9,10,2021
205,1,0,5,2,27958,755,0.0,1,1,2022
211,1,0,5,10,31918,942,0.0,19,2,2022
191,1,0,7,22,35173,1126,0.0,9,4,2022
186,1,0,7,9,33195,1048,0.0,16,4,2022
197,1,0,7,22,33712,1050,0.0,23,4,2022
188,1,0,7,9,32996,1064,0.0,30,4,2022
198,1,0,7,22,37788,1158,0.0,21,5,2022
180,1,0,7,9,33485,894,0.0,11,6,2022
188,1,0,7,9,23008,613,0.0,9,7,2022
219,1,0,5,10,25559,675,0.0,23,7,2022
186,1,0,7,9,23808,575,0.0,6,8,2022
198,1,0,7,22,25122,698,0.0,27,8,2022
185,1,0,7,9,26119,699,0.0,10,9,2022
183,1,0,7,9,16965,479,0.0,24,9,2022
205,1,0,5,2,26448,660,0.0,1,10,2022
208,1,0,5,2,25331,724,0.0,29,10,2022
199,1,0,7,22,25567,689,0.0,12,11,2022
191,1,0,7,22,23928,600,0.0,10,12,2022
180,1,0,7,9,11188,219,0.0,17,12,2022
191,1,0,7,22,16177,1014,0.0,9,1,2021
198,1,0,7,22,22665,1109,0.0,3,4,2021
185,1,0,7,9,19162,1362,0.0,29,5,2021
198,1,0,7,22,8384,788,0.0,19,6,2021
185,1,0,7,9,20837,1681,0.0,28,8,2021
216,1,0,5,10,16813,1540,0.0,18,9,2021
180,1,0,7,9,20251,1485,1.0,27,11,2021
212,1,0,5,10,27547,1959,1.0,4,12,2021
199,1,0,7,22,24344,1764,1.0,18,12,2021
186,1,0,7,9,24681,1871,1.0,22,1,2022
188,1,0,7,9,28839,1966,1.0,29,1,2022
186,1,0,7,9,37410,2105,1.0,12,2,2022
185,1,0,7,9,36335,2112,1.0,5,3,2022
198,1,0,7,22,36039,2026,1.0,26,3,2022
210,1,0,5,10,33893,1935,1.0,2,4,2022
