SKU ID,Date,Manufacturer,Sector,Category,Segment,Brand,Revenue($),Units_sold,Page_traffic
SKU1195,08-06-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1205,8/13/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1200,09-10-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1229,9/24/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,0,0,0
SKU1219,10/22/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,0,0,0
SKU1208,11-12-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1207,11/19/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1204,01-02-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,2200,385,2004
SKU1221,2/20/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,7403,702,2358
SKU1204,3/20/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,9911,708,3130
SKU1202,6/19/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,22404,1425,5170
SKU1205,8/21/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,32382,1799,5893
SKU1210,09-11-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,28286,1622,4320
SKU1195,9/18/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,35094,2017,5970
SKU1201,9/25/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,32687,2148,5265
SKU1206,12-11-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,23481,1390,4730
SKU1206,01-01-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,26091,1559,5959
SKU1204,3/19/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,18672,1213,5070
SKU1204,7/16/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,11989,909,3399
SKU1195,08-06-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,10964,968,4028
SKU1206,8/13/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,17770,1151,3899
SKU1203,10-08-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,20782,1404,4722
SKU1200,10/22/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,33798,1765,5061
SKU1192,10/29/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,27032,1520,5007
SKU1207,12-10-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,37819,1991,5939
SKU1205,02-06-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1212,2/20/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,0,0,0
SKU1196,7/17/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1210,09-04-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1193,11/13/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1200,12-04-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1228,12-11-21,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,0,0,0
SKU1227,3/19/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,0,0,0
SKU1216,4/23/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,0,0,0
SKU1193,5/14/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1198,06-11-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1192,8/20/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1207,9/17/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1208,11/19/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1216,12/24/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,0,0,0
SKU1212,01-09-21,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,15735,512,2639
SKU1219,3/13/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,14975,533,1511
SKU1207,05-08-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,15570,432,2479
SKU1229,5/22/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,17580,538,3648
SKU1205,7/17/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,9682,387,3237
SKU1194,08-07-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,22664,726,4685
SKU1193,8/14/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,24348,802,4544
SKU1207,09-11-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,21814,685,3804
SKU1202,10-02-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,21720,671,3322
SKU1201,10/16/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,18110,620,2373
SKU1197,10/23/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,20416,701,2563
SKU1194,11-06-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,24589,846,3065
SKU1200,11/27/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,21487,759,3044
SKU1209,12/18/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,22745,847,2516
SKU1191,01-01-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,23064,909,3761
SKU1206,1/15/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,28830,1112,4023
SKU1194,02-12-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,23980,915,3786
SKU1227,2/19/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,22897,835,3444
SKU1205,03-12-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,26049,878,3436
SKU1193,5/21/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,24967,769,2056
SKU1208,06-04-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,24921,727,2452
SKU1199,06-11-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,27906,853,2973
SKU1206,7/30/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,22092,638,2159
SKU1224,8/13/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,27305,820,2013
SKU1198,8/20/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,28846,866,2119
SKU1209,09-10-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,25186,728,1950
SKU1202,01-09-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1191,1/23/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1191,2/27/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1207,04-03-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1212,07-10-21,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,0,0,0
SKU1199,7/24/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1205,09-04-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1207,9/18/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1206,9/25/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1222,11/13/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,0,0,0
SKU1192,11/27/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1200,06-11-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1195,6/18/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1205,07-02-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1204,07-09-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1197,9/17/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1227,10-08-22,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,0,0,0
SKU1202,12-03-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1209,12/31/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1209,1/23/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,34000,1431,5503
SKU1198,02-06-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,28844,1268,4680
SKU1199,3/13/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,30736,1298,4398
SKU1198,04-10-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,30569,1429,4878
SKU1209,06-05-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,34762,1959,6181
SKU1194,07-10-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,34415,1669,6532
SKU1204,7/17/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,40758,1801,6829
SKU1197,8/14/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,25220,1437,4895
SKU1198,12/25/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,21409,927,3275
SKU1209,1/22/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,9697,782,2944
SKU1209,02-05-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,21134,933,3000
SKU1209,03-12-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,11182,781,3082
SKU1219,05-07-22,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,21017,1028,3480
SKU1227,5/28/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,19465,988,3910
SKU1201,06-04-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,21567,1151,3872
SKU1196,07-02-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,16382,1172,3296
SKU1227,7/30/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,24462,1244,4958
SKU1195,08-06-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,19205,1090,5181
SKU1211,09-03-22,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,15817,761,3704
SKU1222,12/24/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,26032,1069,2824
SKU1225,1/30/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,32773,1465,3543
SKU1193,03-06-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,39351,1682,4406
SKU1207,3/13/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,35037,1542,4191
SKU1208,04-10-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,34945,1675,4384
SKU1192,4/24/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,45253,2087,5258
SKU1211,05-01-21,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,45854,2150,4843
SKU1209,06-12-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,31841,1823,4787
SKU1205,8/14/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,31838,1547,3893
SKU1205,8/21/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,26057,1266,3115
SKU1222,8/28/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,30692,1447,3069
SKU1218,9/25/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,27159,1484,2141
SKU1230,11-06-21,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,17245,707,1538
SKU1203,12/18/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,29816,1122,1029
SKU1213,1/15/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,22880,690,244
SKU1209,05-07-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,18139,778,1353
SKU1199,06-11-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,22141,879,2407
SKU1191,7/30/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,16562,606,1895
SKU1204,08-06-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,9184,384,1674
SKU1216,11-05-22,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,24503,659,816
SKU1194,12-10-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,30913,930,1165
SKU1208,1/23/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,17574,644,631
SKU1218,05-08-21,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,11536,370,1488
SKU1222,5/22/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,18590,758,2926
SKU1196,6/26/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,14237,612,1264
SKU1203,09-11-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,17501,895,2548
SKU1201,9/25/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,21785,1261,3022
SKU1196,11-06-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,21125,1173,2945
SKU1207,03-05-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,40848,1574,4328
SKU1201,03-12-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,29056,1221,3924
SKU1204,3/26/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,34469,1352,4210
SKU1206,04-02-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,39612,1548,4321
SKU1192,06-04-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,37227,1367,3980
SKU1193,07-02-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,28196,1126,2331
SKU1199,8/27/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,31554,1184,3072
SKU1196,11-05-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,34884,1389,3717
SKU1199,12/17/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,30984,1071,2919
SKU1207,1/23/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,7289,487,3306
SKU1220,2/20/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,11958,766,3275
SKU1203,04-03-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,6714,552,2940
SKU1206,4/17/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,6579,557,2870
SKU1193,4/24/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,12487,879,3436
SKU1201,07-10-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,13203,873,3296
SKU1224,9/18/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,17828,1130,3677
SKU1200,10-09-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,12413,1002,2878
SKU1206,10/30/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,18810,1104,3332
SKU1194,1/15/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,20336,1132,4901
SKU1207,03-12-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,19898,1042,4629
SKU1206,05-07-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,12412,782,3810
SKU1197,07-02-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,13438,831,2668
SKU1210,07-09-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,9622,647,2780
SKU1230,09-10-22,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,9222,597,2280
SKU1210,11-12-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,18549,1107,4864
SKU1195,12-03-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,11778,938,3738
SKU1207,12/17/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,16477,904,3615
SKU1205,01-09-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,29051,1364,146
SKU1191,1/16/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,28202,1270,379
SKU1192,1/30/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,23853,1012,187
SKU1196,3/13/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,25051,1078,966
SKU1207,04-10-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,23536,974,402
SKU1206,7/17/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,18383,718,1444
SKU1194,8/14/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,24353,675,1474
SKU1214,9/25/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,28069,932,477
SKU1191,11/20/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,28489,892,829
SKU1208,12-11-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,29115,879,201
SKU1207,01-08-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,29004,610,1308
SKU1193,04-09-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,20732,551,1199
SKU1218,7/16/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,22437,736,1526
SKU1203,7/30/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,14664,424,909
SKU1204,9/17/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,12787,496,1029
SKU1209,10/22/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,15318,416,900
SKU1195,12/17/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,4512,86,188
SKU1192,1/16/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,19467,826,6546
SKU1197,1/23/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,16098,771,5672
SKU1203,02-06-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,13146,755,5173
SKU1224,3/13/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,15297,742,4669
SKU1203,3/20/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,14145,714,4502
SKU1208,05-01-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,24584,1083,5706
SKU1202,5/29/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,16666,675,4603
SKU1198,6/26/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,27893,1294,6898
SKU1206,8/14/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,31858,1437,6703
SKU1205,8/28/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,27551,1230,5190
SKU1211,10/23/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,29450,1609,5320
SKU1195,11/13/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,22635,822,3188
SKU1225,12/18/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,14995,553,3272
SKU1193,1/15/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,22535,935,4659
SKU1204,03-05-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,33749,1199,4857
SKU1195,3/26/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,29085,1108,5483
SKU1208,08-06-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,17576,951,5187
SKU1208,8/13/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,16798,859,5349
SKU1204,11-12-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,22399,872,5135
SKU1191,01-02-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1205,07-10-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1204,02-12-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1228,04-02-22,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,0,0,0
SKU1208,5/28/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1208,6/18/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1194,7/30/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1198,9/24/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1199,11-05-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1193,12-03-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1201,1/23/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,14031,1036,4487
SKU1216,2/13/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,12410,981,4099
SKU1209,3/20/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,11049,881,3790
SKU1201,3/27/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,14908,1075,4271
SKU1191,5/22/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,10561,1098,2066
SKU1201,06-12-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,8116,1033,850
SKU1208,6/26/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,12259,1338,4103
SKU1230,11-06-21,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,23229,1646,4822
SKU1198,11/27/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,21320,1392,3624
SKU1209,3/26/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,26075,1514,5650
SKU1195,04-02-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,29096,1707,6470
SKU1198,5/14/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,24937,1544,5534
SKU1230,06-11-22,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,21294,1481,4267
SKU1209,7/16/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,25206,1553,6224
SKU1196,02-06-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1210,05-08-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1205,5/15/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1198,6/19/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1205,07-10-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1204,7/31/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1210,8/14/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1205,09-04-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1203,9/18/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1227,10/16/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,0,0,0
SKU1226,10/23/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,0,0,0
SKU1193,11-06-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1205,1/29/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1209,2/19/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1194,2/26/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1216,3/26/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Bounce,0,0,0
SKU1210,04-02-22,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1201,4/16/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1208,7/16/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1201,7/23/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1228,10-01-22,Synergix solutions ,Fabric Care,Fabric Softeners,Dryer Sheets,Gain,0,0,0
SKU1197,10/22/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,0,0,0
SKU1209,12/31/2022,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,0,0,0
SKU1194,01-02-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,22370,966,3077
SKU1210,2/13/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,15389,673,1684
SKU1205,4/17/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,20860,863,3386
SKU1191,5/15/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,25833,1105,2614
SKU1195,5/29/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,31759,1344,3871
SKU1198,06-12-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,28033,1197,4305
SKU1209,07-03-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,26002,1013,2336
SKU1206,8/14/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,25651,934,3258
SKU1195,8/21/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,Downy,23566,858,3259
SKU1205,09-11-21,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,24667,828,2685
SKU1202,11/13/2021,Synergix solutions ,Fabric Care,Fabric Softeners,Liquid,comfort,23383,843,2307
