SKU_ID,Date,Manufacturer,Sector,Category,Segment,Brand,Revenue($),Units_sold,Page_traffic,Online_Clicks,Online_Cost,Online_Impressions,num_unique_campaigns
SKU1098,2021-09-11,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1125,2021-10-16,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1111,2021-11-13,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1092,2022-05-14,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1089,2022-07-16,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1072,2021-01-30,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,8980,466,1897.0,0,0,0,
SKU1083,2021-06-26,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,12247,723,2026.0,0,0,0,
SKU1093,2021-07-31,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,18585,1000,2385.0,0,0,0,
SKU1127,2021-08-14,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,17788,995,2278.0,0,0,0,
SKU1110,2022-02-12,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,28901,1132,3773.0,0,0,0,
SKU1081,2022-04-30,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,33797,1329,3826.0,0,0,0,
SKU1078,2022-06-11,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,33486,1387,3538.0,0,0,0,
SKU1102,2021-01-02,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1104,2021-05-29,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1080,2021-06-19,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1124,2021-08-14,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1099,2021-08-21,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1114,2021-09-04,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1110,2021-10-09,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1086,2021-11-13,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1094,2021-12-11,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1080,2022-01-01,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1102,2022-03-12,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1097,2022-03-26,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1078,2022-05-14,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1090,2022-05-21,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,0,0,0.0,912.0,3810.235348264576,189188.0,4.0
SKU1104,2022-06-11,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1118,2022-11-19,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1105,2022-12-31,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1122,2021-02-06,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1088,2021-03-20,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1123,2021-06-12,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1116,2021-07-03,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1112,2021-07-10,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1126,2021-08-14,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1076,2021-09-25,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1125,2021-11-06,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1093,2021-11-13,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1079,2022-05-28,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1072,2022-07-09,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,555.0,1774.530395357489,70429.0,4.0
SKU1126,2022-07-16,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1123,2022-11-05,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1071,2021-01-30,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1129,2021-03-20,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1071,2021-04-03,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1108,2021-04-17,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1103,2021-06-12,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1124,2021-08-21,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1109,2022-01-01,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1074,2022-04-16,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1115,2022-05-07,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1100,2022-05-14,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1100,2022-05-21,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1100,2022-12-03,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1079,2021-01-16,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1094,2021-04-10,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,1412.0,3377.022651409315,254140.0,2.0
SKU1127,2021-05-01,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1096,2021-07-24,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1083,2021-09-04,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1108,2021-10-16,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1099,2022-04-30,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,1070.0,2942.873343114215,144036.0,4.0
SKU1094,2022-06-04,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,1140.0,5439.528709965842,74018.0,4.0
SKU1083,2022-06-11,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1117,2022-07-02,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1108,2022-07-30,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1124,2022-09-03,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1095,2022-10-08,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1088,2022-11-12,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1098,2022-12-10,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1075,2022-12-24,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1089,2021-04-10,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,25538,1231,4447.0,0,0,0,
SKU1101,2021-04-24,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,32842,1628,5160.0,0,0,0,
SKU1110,2021-07-03,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,27025,1515,3319.0,0,0,0,
SKU1101,2021-07-17,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,14667,1024,2621.0,0,0,0,
SKU1088,2021-10-02,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,35205,2016,4313.0,0,0,0,
SKU1095,2021-10-16,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,28530,1416,4241.0,0,0,0,
SKU1089,2022-03-12,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,40592,1885,5071.0,0,0,0,
SKU1107,2022-04-30,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,33043,1732,4501.0,0,0,0,
SKU1128,2022-05-21,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,37895,1779,4970.0,0,0,0,
SKU1075,2022-10-22,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,30856,1598,2488.0,0,0,0,
SKU1111,2021-01-23,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,9393,516,3925.0,0,0,0,
SKU1122,2021-04-03,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,13834,570,2925.0,0,0,0,
SKU1116,2021-04-24,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,13578,615,3536.0,0,0,0,
SKU1085,2022-01-29,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,27523,1198,4710.0,0,0,0,
SKU1115,2022-03-26,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,23166,961,3563.0,0,0,0,
SKU1073,2022-06-11,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,28261,1000,3898.0,0,0,0,
SKU1129,2022-08-27,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,31278,1228,3964.0,0,0,0,
SKU1098,2022-11-19,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,33503,1531,4347.0,0,0,0,
SKU1112,2022-12-24,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,22514,1079,2709.0,1228.0,6983.272835521864,245873.0,6.0
SKU1116,2021-03-06,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,41504,2120,7631.0,0,0,0,
SKU1112,2021-04-24,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,34840,1847,5872.0,1894.0,5081.727447949371,362438.0,2.0
SKU1082,2021-05-15,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,30649,1584,5242.0,0,0,0,
SKU1073,2021-06-19,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,32001,1563,4536.0,0,0,0,
SKU1107,2021-06-26,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,29125,1745,6847.0,0,0,0,
SKU1117,2021-10-30,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,27513,1781,5318.0,0,0,0,
SKU1074,2021-11-06,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,32391,1959,5517.0,0,0,0,
SKU1073,2021-12-18,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,41181,2010,6246.0,0,0,0,
SKU1074,2021-12-25,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,25410,1307,5362.0,0,0,0,
SKU1071,2022-01-29,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,35139,2019,7629.0,0,0,0,
SKU1100,2022-03-26,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,31642,1691,5925.0,0,0,0,
SKU1096,2022-04-09,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,35031,1826,6698.0,0,0,0,
SKU1103,2022-05-14,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,34883,1849,5717.0,0,0,0,
SKU1116,2022-05-28,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,37752,2078,6716.0,0,0,0,
SKU1118,2022-07-30,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,29775,1693,5317.0,0,0,0,
SKU1107,2022-10-22,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,34978,1690,3859.0,0,0,0,
SKU1112,2021-01-23,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,6377,818,2039.0,1495.0,3308.312700525828,314999.0,2.0
SKU1097,2021-07-17,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,13167,1319,4057.0,0,0,0,
SKU1122,2021-07-31,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,16474,1422,4439.0,0,0,0,
SKU1110,2021-08-21,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,21592,1558,2604.0,0,0,0,
SKU1125,2022-01-15,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,29823,1876,6053.0,0,0,0,
SKU1085,2022-04-02,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,17235,1347,4574.0,0,0,0,
SKU1086,2022-06-04,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,16393,1317,4389.0,0,0,0,
SKU1124,2021-05-01,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1081,2021-05-15,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1091,2021-10-09,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1114,2022-02-12,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1092,2022-03-12,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1127,2022-03-26,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1107,2022-05-07,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1096,2022-10-01,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1081,2022-10-22,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1072,2022-10-29,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,1125.0,4210.418652645004,231188.0,4.0
SKU1113,2022-12-17,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1121,2021-02-13,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1075,2021-04-17,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1075,2021-04-24,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1122,2021-06-05,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1108,2021-06-19,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1126,2021-07-24,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1078,2021-11-27,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1113,2021-12-18,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1118,2022-01-29,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1125,2022-02-26,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1090,2022-05-21,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,0,0,0.0,912.0,3810.235348264576,189188.0,4.0
SKU1072,2022-06-18,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1075,2022-07-09,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1103,2022-10-08,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1095,2021-01-02,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1072,2021-01-23,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1124,2021-04-17,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1108,2021-06-05,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1114,2021-06-12,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1099,2021-06-26,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1110,2021-11-27,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1073,2021-12-04,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1116,2021-12-11,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1119,2021-12-25,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1100,2022-01-01,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1087,2022-07-09,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1087,2022-08-13,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1079,2022-08-20,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1092,2022-10-29,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,647.0,2848.023084665546,119030.0,2.0
SKU1074,2022-11-12,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1077,2021-07-17,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1083,2021-08-14,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1100,2021-09-11,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1115,2021-11-06,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1117,2022-05-28,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1105,2022-07-02,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1128,2022-12-31,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1112,2021-01-09,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,1680.0,2908.694638123589,274644.0,2.0
SKU1092,2021-02-20,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1091,2021-03-27,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1088,2021-09-25,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1086,2021-10-09,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1117,2021-11-06,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1113,2021-11-20,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1103,2021-12-25,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1098,2022-01-08,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1101,2022-04-23,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1101,2022-04-30,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1121,2022-05-07,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1122,2022-05-14,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1072,2022-12-17,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,841.0,2559.951379060699,164770.0,2.0
SKU1093,2022-12-24,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,0,0,0.0,894.0,5275.610705788701,143511.0,4.0
SKU1073,2021-01-02,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,8145,340,706.0796315,0,0,0,
SKU1124,2021-02-27,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,5094,297,656.6566177,0,0,0,
SKU1109,2021-04-03,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,9157,398,1117.0,0,0,0,
SKU1107,2021-04-24,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Oral-B,12071,605,1806.0,0,0,0,
SKU1071,2021-11-13,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,3614,211,459.5993081,0,0,0,
SKU1098,2022-01-22,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,4175,215,1052.0,0,0,0,
SKU1126,2022-04-23,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,13614,661,170.0,0,0,0,
SKU1130,2022-05-07,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,12256,554,436.0,0,0,0,
SKU1081,2022-08-13,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Oral-B,32487,907,1449.0,0,0,0,
SKU1094,2022-09-17,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,41040,1091,1319.0,0,0,0,
SKU1111,2022-12-17,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,30605,760,1147.0,0,0,0,
SKU1077,2021-01-09,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,8268,803,2247.0,0,0,0,
SKU1073,2021-04-17,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,8844,976,3099.0,0,0,0,
SKU1094,2021-05-22,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,12826,1380,3486.0,0,0,0,
SKU1128,2021-10-23,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,14446,1262,2917.0,0,0,0,
SKU1125,2022-01-01,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,18844,915,4170.0,0,0,0,
SKU1076,2022-04-09,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,24417,1166,3361.0,0,0,0,
SKU1120,2022-06-04,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,29411,1555,3796.0,0,0,0,
SKU1099,2022-06-25,Synergix solutions ,Oral Care,Toothbrushes,Kids Toothbrushes,Colgate,35334,1879,3714.0,1076.0,6654.022159666805,236794.0,6.0
SKU1112,2022-10-22,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,37471,1942,4329.0,425.0,981.6156536330548,50047.0,4.0
SKU1077,2022-12-17,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,39887,1970,3894.0,0,0,0,
SKU1080,2021-07-17,Synergix solutions ,Oral Care,Toothbrushes,Electric Toothbrushes,Philips,0,0,0.0,0,0,0,
SKU1120,2021-08-21,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Oral-B,0,0,0.0,0,0,0,
SKU1130,2022-01-22,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
SKU1121,2022-03-19,Synergix solutions ,Oral Care,Toothbrushes,Manual Toothbrushes,Colgate,0,0,0.0,0,0,0,
