SKU_ID,Date,Page_traffic,Revenue($),Unit_price,Units_sold,Segment,1_Star_Rating,2_Star_Rating,3_Star_Rating,4_Star_Rating,5_Star_Rating,Image_Count,Bullet_Count,Title_Count,Description_Length,num_unique_Search_Terms,Organic Search Rank,Num_of_Promotions,Sum of Spend,Online_Clicks,Online_Cost,Online_Impressions,num_unique_campaigns,Clicks_video,Cost_video,Impressions_video,num_unique_campaigns_offline,Units_sold>1000
SKU133,2021-05-15,3988.0,23166,16.0207468879668,1446,Skincare,48.0,42.0,100.0,190.0,1026.0,8.0,5.0,125.0,221.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU1859,2022-08-27,1814.0,3624,4.8,755,Makeup,88.0,70.0,177.0,371.0,2295.0,9.0,6.0,88.0,64.0,9.0,49.0,1.0,447.3366319395158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU1072,2022-10-29,1420.0,0,20.90566037735849,0,Makeup,104.0,64.0,192.0,453.0,2933.0,0.0,6.0,80.0,104.0,3.0,23.0,0.0,0.0,1125.0,4210.418652645004,231188.0,4.0,0.0,0.0,0.0,0.0,0
SKU662,2021-11-06,2629.0,10006,10.85249457700651,922,Makeup,74.0,48.0,128.0,261.0,1834.0,5.0,5.0,81.0,57.0,12.0,13.0,1.0,106.6793790971497,623.0,1858.56209358991,109480.0,4.0,5379.0,61559.15,6156021.0,4.0,0
SKU199,2022-04-02,3760.0,24984,18.98480243161094,1316,Makeup,190.0,135.0,374.0,755.0,5073.0,0.0,6.0,75.0,95.0,11.0,7.0,0.0,0.0,456.0,1030.889612672573,79224.0,2.0,4791.0,56344.76,5344861.0,2.0,1
SKU1407,2022-06-11,5087.0,25283,13.99169894853348,1807,Skincare,69.0,50.0,182.0,351.0,2697.0,7.0,7.0,84.0,62.0,3.0,19.0,0.0,0.0,1107.0,3945.030763160485,107392.0,2.0,0.0,0.0,0.0,0.0,1
SKU389,2022-10-22,954.0,26247,41.2688679245283,636,Skincare,116.0,67.0,165.0,294.0,1797.0,7.0,6.0,84.0,62.0,6.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU25,2022-06-04,5256.0,26992,23.78149779735683,1135,Makeup,83.0,73.0,167.0,349.0,2218.0,0.0,6.0,81.0,108.0,3.0,3.0,0.0,0.0,1052.0,4636.212463920222,174466.0,4.0,0.0,0.0,0.0,0.0,1
SKU1112,2021-11-13,3188.0,22635,27.53649635036496,822,Skincare,81.0,67.0,206.0,398.0,2767.0,12.0,6.0,92.0,184.0,9.0,32.0,1.0,1056.866703373529,586.0,1303.440388956456,56880.0,2.0,5379.0,61559.15,6156021.0,4.0,0
SKU701,2022-05-07,2722.0,27254,21.5617088607595,1264,Hair Care,114.0,85.0,222.0,454.0,3098.0,10.0,7.0,121.0,209.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU140,2021-12-25,3837.0,18533,18.66364551863041,993,Skincare,108.0,73.0,181.0,345.0,2033.0,10.0,7.0,151.0,157.0,4.0,17.0,0.0,0.0,799.0,2901.561265891438,113201.0,4.0,0.0,0.0,0.0,0.0,0
SKU815,2021-02-13,2717.0,20484,25.47761194029851,804,Makeup,0.0,0.0,0.0,0.0,0.0,13.0,5.0,82.0,59.0,3.0,36.0,1.0,96.07634145965076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU1731,2021-01-16,2356.0,25874,23.01957295373666,1124,Skincare,64.0,42.0,105.0,212.0,1343.0,12.0,7.0,117.0,209.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU1816,2022-05-28,4297.0,12616,11.71402042711235,1077,Skincare,141.0,91.0,267.0,582.0,3986.0,0.0,8.0,160.0,158.0,7.0,42.0,0.0,0.0,807.0,4281.155050627547,170672.0,2.0,0.0,0.0,0.0,0.0,1
SKU1880,2022-09-24,2330.0,17629,22.34347275031686,789,Makeup,192.0,137.0,355.0,719.0,4591.0,12.0,6.0,64.0,123.0,9.0,47.0,0.0,0.0,504.0,1619.920204788509,71621.0,4.0,0.0,0.0,0.0,0.0,0
SKU1080,2022-03-26,2230.0,16818,14.80457746478873,1136,Skincare,129.0,84.0,213.0,447.0,3322.0,8.0,8.0,126.0,205.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6024.0,77040.81,7539723.0,2.0,1
SKU1377,2022-05-07,2795.0,35701,23.62739907346128,1511,Skincare,85.0,59.0,143.0,324.0,2034.0,9.0,5.0,117.0,209.0,5.0,40.0,0.0,0.0,611.0,2128.540731203033,123028.0,4.0,0.0,0.0,0.0,0.0,1
SKU796,2022-06-11,3621.0,39906,30.1177358490566,1325,Makeup,25.0,21.0,44.0,77.0,0.0,9.0,7.0,154.0,186.0,2.0,25.0,0.0,0.0,1569.0,4989.9781043082,262867.0,6.0,0.0,0.0,0.0,0.0,1
SKU1141,2021-07-03,2336.0,26002,25.66831194471866,1013,Makeup,36.0,28.0,71.0,121.0,656.0,9.0,5.0,153.0,186.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU859,2021-09-18,2504.0,20490,17.78645833333333,1152,Makeup,28.0,20.0,45.0,80.0,690.0,0.0,6.0,81.0,108.0,0.0,3.0,0.0,0.0,639.0,1578.751202566304,95444.0,2.0,11557.0,130779.05,10922773.0,6.0,1
SKU169,2022-12-03,4221.0,29751,29.84052156469408,997,Makeup,82.0,49.0,141.0,340.0,2301.0,10.0,7.0,152.0,186.0,0.0,29.0,0.0,0.0,619.0,2995.706071573196,105856.0,4.0,0.0,0.0,0.0,0.0,0
SKU267,2021-03-20,3653.0,21169,26.66120906801008,794,Skincare,87.0,63.0,160.0,284.0,1764.0,8.0,6.0,85.0,58.0,12.0,29.0,0.0,0.0,1182.0,3252.045380135785,151897.0,2.0,0.0,0.0,0.0,0.0,0
SKU1308,2021-12-11,4544.0,20069,16.1456154465004,1243,Makeup,43.0,29.0,76.0,205.0,1515.0,13.0,6.0,113.0,209.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU662,2021-05-08,2481.0,12010,8.493635077793494,1414,Makeup,28.0,23.0,48.0,87.0,608.0,5.0,5.0,81.0,57.0,7.0,27.0,1.0,82.43225584631423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU473,2022-12-10,3505.0,27125,19.03508771929825,1425,Makeup,170.0,120.0,343.0,734.0,5013.0,0.0,6.0,81.0,105.0,6.0,31.0,0.0,0.0,792.0,4264.011145949345,124154.0,2.0,0.0,0.0,0.0,0.0,1
SKU1393,2021-12-25,2779.0,17040,19.88331388564761,857,Makeup,75.0,58.0,170.0,369.0,2491.0,3.0,7.0,114.0,209.0,5.0,3.0,0.0,0.0,880.0,3091.899507763852,294233.0,2.0,0.0,0.0,0.0,0.0,0
SKU1337,2021-04-03,766.0,20025,24.06850961538462,832,Skincare,64.0,40.0,81.0,190.0,1317.0,14.0,7.0,100.0,209.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU852,2022-04-02,5955.0,28729,14.09666339548577,2038,Makeup,83.0,59.0,146.0,289.0,1972.0,10.0,5.0,83.0,61.0,3.0,48.0,1.0,144.9414263554787,664.0,1713.979248079797,95206.0,4.0,4791.0,56344.76,5344861.0,2.0,1
SKU562,2022-03-12,4574.0,34357,20.42627824019025,1682,Skincare,53.0,30.0,94.0,230.0,1794.0,0.0,6.0,77.0,99.0,7.0,3.0,1.0,0.0,478.0,1415.737948613291,111845.0,4.0,5744.0,63978.2,6594469.0,2.0,1
SKU1403,2021-02-27,3414.0,19645,21.05573419078242,933,Skincare,81.0,57.0,165.0,302.0,1976.0,2.0,7.0,115.0,209.0,8.0,15.0,1.0,160.9110088074277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU899,2022-08-13,4420.0,36305,25.38811188811189,1430,Hair Care,59.0,44.0,113.0,235.0,1363.0,0.0,6.0,81.0,105.0,0.0,38.0,0.0,0.0,632.0,2864.456089255773,146640.0,4.0,0.0,0.0,0.0,0.0,1
SKU199,2021-06-26,4006.0,26641,14.39276066990816,1851,Makeup,107.0,85.0,225.0,462.0,2991.0,0.0,6.0,75.0,95.0,13.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU1143,2021-08-21,4520.0,32502,30.06660499537465,1081,Hair Care,69.0,41.0,114.0,265.0,1953.0,6.0,6.0,84.0,151.0,0.0,3.0,1.0,651.0237702200504,907.0,2285.121286977287,143213.0,4.0,6375.0,77040.81,7539723.0,2.0,1
SKU1274,2021-09-18,5142.0,29654,13.65285451197053,2172,Hair Care,31.0,17.0,34.0,83.0,589.0,12.0,6.0,106.0,203.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,11557.0,130779.05,10922773.0,6.0,1
SKU895,2021-03-27,4196.0,25057,21.69437229437229,1155,Makeup,0.0,0.0,0.0,0.0,0.0,7.0,8.0,127.0,221.0,0.0,21.0,0.0,0.0,1871.0,3599.743771739767,499059.0,2.0,0.0,0.0,0.0,0.0,1
SKU1799,2022-02-19,1599.0,8677,21.16341463414634,410,Makeup,23.0,20.0,66.0,173.0,1076.0,0.0,8.0,166.0,158.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5379.0,61559.15,6156021.0,2.0,0
SKU1468,2022-01-15,4461.0,40886,25.44243932794026,1607,Makeup,91.0,65.0,189.0,413.0,2716.0,9.0,5.0,127.0,221.0,6.0,18.0,0.0,0.0,1168.0,3579.345970348577,135196.0,2.0,4330.0,56344.76,5344861.0,2.0,1
SKU957,2022-08-06,4317.0,19797,16.84851063829787,1175,Skincare,70.0,45.0,115.0,246.0,1532.0,10.0,6.0,89.0,68.0,3.0,38.0,0.0,0.0,1833.0,6924.870566527783,231882.0,4.0,0.0,0.0,0.0,0.0,1
SKU1266,2022-02-19,5601.0,20925,15.20712209302326,1376,Skincare,115.0,73.0,219.0,502.0,3270.0,10.0,6.0,90.0,64.0,9.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5379.0,61559.15,6156021.0,2.0,1
SKU1557,2022-07-09,3182.0,18599,20.92125984251969,889,Makeup,85.0,64.0,181.0,351.0,2162.0,16.0,7.0,141.0,123.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU1924,2021-06-26,5899.0,19440,14.00576368876081,1388,Makeup,54.0,35.0,80.0,165.0,1070.0,8.0,7.0,118.0,209.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU821,2022-06-11,4169.0,41215,22.62074643249177,1822,Makeup,73.0,69.0,186.0,391.0,2546.0,12.0,6.0,86.0,65.0,5.0,24.0,0.0,0.0,1360.0,6256.809972846685,249326.0,4.0,0.0,0.0,0.0,0.0,1
SKU1501,2021-12-04,2079.0,35607,27.70972762645915,1285,Makeup,43.0,38.0,90.0,206.0,1306.0,8.0,5.0,118.0,209.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4330.0,56344.76,5344861.0,4.0,1
SKU264,2021-06-05,6600.0,19566,17.11811023622047,1143,Skincare,60.0,41.0,94.0,162.0,1168.0,9.0,8.0,127.0,221.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU1056,2022-11-05,502.0,24721,32.3997378768021,763,Makeup,140.0,96.0,304.0,604.0,4177.0,0.0,5.0,73.0,92.0,8.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU1583,2021-11-20,3030.0,18864,26.75744680851064,705,Skincare,23.0,11.0,30.0,86.0,471.0,8.0,7.0,110.0,116.0,0.0,16.0,2.0,2221.228078576601,1153.0,4140.582369184898,158458.0,2.0,5744.0,63978.2,6594469.0,2.0,0
SKU157,2021-07-17,2707.0,9688,15.23270440251572,636,Skincare,27.0,16.0,49.0,155.0,1113.0,9.0,6.0,84.0,63.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU662,2021-03-27,1554.0,13897,11.60985797827903,1197,Makeup,28.0,23.0,48.0,87.0,608.0,5.0,5.0,81.0,57.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU361,2022-07-09,2958.0,25457,22.13652173913043,1150,Makeup,0.0,0.0,0.0,0.0,0.0,7.0,7.0,125.0,221.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU1410,2021-08-14,2778.0,9520,10.23655913978495,930,Hair Care,48.0,34.0,90.0,157.0,807.0,7.0,8.0,129.0,221.0,5.0,20.0,0.0,0.0,474.0,981.3495997695455,83061.0,2.0,9880.0,102695.19,8531176.0,4.0,0
SKU1879,2021-09-11,1096.06795179868,6540,12.48091603053435,524,Skincare,50.0,36.0,68.0,92.0,465.0,12.0,6.0,91.0,62.0,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,10579.0,111171.56,9223813.0,4.0,0
SKU125,2021-01-02,4568.0,20418,23.74186046511628,860,Makeup,0.0,0.0,0.0,0.0,0.0,13.0,7.0,137.0,209.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU859,2022-09-10,2409.0,32297,29.07020702070207,1111,Makeup,83.0,56.0,153.0,305.0,1991.0,0.0,6.0,81.0,108.0,0.0,22.0,0.0,0.0,769.0,2408.405538606416,104891.0,4.0,0.0,0.0,0.0,0.0,1
SKU732,2021-11-13,3883.0,25943,20.39544025157233,1272,Makeup,52.0,48.0,125.0,240.0,1283.0,11.0,6.0,67.0,125.0,6.0,37.0,1.0,117.8819895788215,977.0,3128.907956438207,127465.0,2.0,5379.0,61559.15,6156021.0,4.0,1
SKU1633,2022-07-02,2980.0,27024,27.43553299492386,985,Skincare,0.0,0.0,25.0,66.0,403.0,9.0,5.0,85.0,59.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU297,2021-05-15,3050.0,27321,19.92778993435449,1371,Hair Care,46.0,31.0,97.0,210.0,1614.0,8.0,8.0,125.0,221.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU1478,2022-08-20,1031.0,0,24.93333333333333,0,Hair Care,36.0,31.0,94.0,232.0,1363.0,0.0,7.0,105.0,209.0,5.0,10.0,0.0,0.0,769.0,2949.502190436693,73321.0,2.0,0.0,0.0,0.0,0.0,0
SKU1220,2022-03-19,3195.0,21195,20.03308128544423,1058,Skincare,109.0,78.0,244.0,517.0,3359.0,0.0,6.0,75.0,177.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5744.0,63978.2,6594469.0,2.0,1
SKU605,2022-02-19,4852.0,31280,23.0,1360,Makeup,0.0,0.0,0.0,0.0,0.0,5.0,5.0,79.0,58.0,0.0,19.0,0.0,0.0,756.0,2616.366927922088,124423.0,4.0,5379.0,61559.15,6156021.0,2.0,1
SKU48,2021-02-27,4369.0,31243,17.38619922092376,1797,Skincare,0.0,0.0,0.0,0.0,0.0,0.0,6.0,70.0,86.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU133,2021-10-02,3737.0,26851,16.07844311377245,1670,Skincare,74.0,60.0,168.0,333.0,1905.0,8.0,5.0,125.0,221.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6491.0,83933.1,7960863.0,2.0,1
SKU1501,2021-10-16,1703.0,26329,22.27495769881557,1182,Makeup,43.0,38.0,90.0,206.0,1306.0,8.0,5.0,118.0,209.0,6.0,15.0,0.0,0.0,732.0,1898.910405482114,87016.0,2.0,8049.0,96500.0,7413097.0,2.0,1
SKU169,2022-04-02,1865.0,25733,46.87249544626594,549,Makeup,69.0,44.0,132.0,313.0,2113.0,10.0,7.0,152.0,186.0,7.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,4791.0,56344.76,5344861.0,2.0,0
SKU819,2022-01-15,1438.0,28030,34.18292682926829,820,Makeup,126.0,91.0,240.0,485.0,3382.0,0.0,6.0,78.0,98.0,5.0,16.0,0.0,0.0,870.0,1657.997152366749,175973.0,2.0,4330.0,56344.76,5344861.0,2.0,0
SKU481,2022-09-10,4351.0,23172,16.11404728789986,1438,Skincare,183.0,130.0,372.0,763.0,4963.0,0.0,8.0,173.0,158.0,4.0,3.0,0.0,0.0,754.0,2290.236806925995,113505.0,4.0,0.0,0.0,0.0,0.0,1
SKU1517,2022-02-19,4513.0,29423,22.08933933933934,1332,Skincare,56.0,45.0,140.0,333.0,2466.0,0.0,8.0,161.0,158.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,5379.0,61559.15,6156021.0,2.0,1
SKU1547,2021-06-19,223.0,0,15.61832061068702,0,Skincare,21.0,15.0,0.0,0.0,0.0,0.0,6.0,81.0,107.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU1479,2021-11-20,4680.0,22300,22.77834525025536,979,Hair Care,85.0,63.0,180.0,406.0,2858.0,11.0,7.0,120.0,196.0,5.0,10.0,1.0,1231.266450844746,0.0,0.0,0.0,0.0,5744.0,63978.2,6594469.0,2.0,0
SKU327,2021-01-09,4637.0,15217,22.5437037037037,675,Makeup,0.0,0.0,0.0,0.0,0.0,11.0,6.0,67.0,125.0,4.0,23.0,0.0,0.0,1641.0,2948.736505989902,319898.0,2.0,0.0,0.0,0.0,0.0,0
SKU754,2021-07-10,796.0,18744,13.33143669985775,1406,Makeup,114.0,74.0,195.0,364.0,2405.0,1.0,6.0,85.0,59.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU961,2022-02-12,2775.0,31499,29.00460405156538,1086,Hair Care,0.0,0.0,0.0,0.0,0.0,9.0,8.0,126.0,221.0,1.0,21.0,0.0,0.0,1100.0,3179.31146682677,150220.0,4.0,5379.0,61559.15,6156021.0,2.0,1
SKU204,2021-01-02,1428.167335607054,6173,8.831187410586553,699,Skincare,0.0,0.0,0.0,0.0,0.0,10.0,7.0,151.0,186.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU1841,2021-12-04,2753.0,16485,28.81993006993007,572,Hair Care,40.0,24.0,62.0,100.0,795.0,9.0,6.0,88.0,61.0,2.0,32.0,0.0,0.0,754.0,1619.752976784665,99252.0,2.0,4330.0,56344.76,5344861.0,4.0,0
SKU1136,2022-08-20,3847.0,20022,17.01104502973662,1177,Makeup,57.0,50.0,129.0,214.0,1516.0,5.0,7.0,117.0,209.0,6.0,3.0,1.0,168.8023957158383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU349,2021-10-23,8.0,10512,82.77165354330708,127,Skincare,90.0,72.0,190.0,398.0,2446.0,0.0,6.0,81.0,104.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11413.0,125721.77,10372142.0,6.0,0
SKU1655,2021-09-04,2344.0,21856,23.93866374589266,913,Skincare,35.0,25.0,73.0,161.0,1036.0,10.0,6.0,72.0,129.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11303.0,118307.34,9990498.0,4.0,0
SKU605,2022-10-22,3105.0,36333,25.47896213183731,1426,Makeup,0.0,0.0,0.0,0.0,0.0,5.0,5.0,79.0,58.0,0.0,28.0,0.0,0.0,690.0,3242.134406586375,178657.0,2.0,0.0,0.0,0.0,0.0,1
SKU1539,2022-11-26,3385.0,39364,24.224,1625,Skincare,160.0,119.0,309.0,672.0,4769.0,6.0,6.0,89.0,141.0,1.0,3.0,0.0,0.0,1343.0,11262.16668542634,398161.0,8.0,0.0,0.0,0.0,0.0,1
SKU1468,2022-07-16,4022.0,32574,23.88123167155425,1364,Makeup,111.0,78.0,212.0,506.0,3291.0,9.0,5.0,127.0,221.0,6.0,30.0,0.0,0.0,663.0,3002.261776366436,135365.0,2.0,0.0,0.0,0.0,0.0,1
SKU469,2021-10-30,3050.0,35438,33.27511737089202,1065,Makeup,94.0,67.0,183.0,363.0,2570.0,16.0,7.0,139.0,123.0,5.0,7.0,0.0,0.0,1066.0,4968.308599974345,163907.0,4.0,6375.0,77040.81,7539723.0,2.0,1
SKU1376,2021-09-18,2117.0,21585,25.36427732079906,851,Makeup,44.0,33.0,108.0,220.0,1621.0,12.0,7.0,118.0,209.0,7.0,7.0,0.0,0.0,456.0,1020.492711962128,50065.0,2.0,11557.0,130779.05,10922773.0,6.0,0
SKU1859,2022-05-21,4812.0,26885,17.82824933687003,1508,Makeup,77.0,63.0,155.0,333.0,2071.0,9.0,6.0,88.0,64.0,4.0,25.0,0.0,0.0,602.0,1387.267877266876,102849.0,2.0,0.0,0.0,0.0,0.0,1
SKU1112,2022-11-26,4485.0,14793,19.75033377837116,749,Skincare,144.0,110.0,354.0,677.0,4640.0,12.0,6.0,92.0,184.0,12.0,30.0,0.0,0.0,635.0,1484.09211162093,72160.0,6.0,0.0,0.0,0.0,0.0,0
SKU1633,2021-03-27,2928.0,12660,28.07095343680709,451,Skincare,0.0,0.0,20.0,52.0,320.0,9.0,5.0,85.0,59.0,4.0,16.0,1.0,79.91577383897675,1101.0,3108.973811727535,273016.0,2.0,0.0,0.0,0.0,0.0,0
SKU133,2022-09-10,3485.0,28508,25.70604147880974,1109,Skincare,110.0,62.0,212.0,410.0,2256.0,8.0,5.0,125.0,221.0,4.0,36.0,0.0,0.0,670.0,1720.299703262047,88799.0,6.0,0.0,0.0,0.0,0.0,1
SKU1484,2021-06-19,1082.0,12388,18.48955223880597,670,Makeup,55.0,51.0,107.0,218.0,1319.0,11.0,7.0,85.0,209.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU1304,2022-01-08,6056.0,46590,28.35666463785758,1643,Makeup,42.0,31.0,81.0,143.0,672.0,0.0,6.0,75.0,164.0,3.0,42.0,0.0,0.0,1487.0,4403.613822817673,197137.0,4.0,4330.0,56344.76,5344861.0,2.0,1
SKU998,2022-11-12,1155.0,19908,15.9136690647482,1251,Makeup,79.0,56.0,148.0,312.0,1744.0,14.0,7.0,122.0,209.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU1393,2022-01-01,3854.0,23919,21.20478723404255,1128,Makeup,75.0,58.0,170.0,369.0,2491.0,3.0,7.0,114.0,209.0,2.0,3.0,0.0,0.0,706.0,2185.743818680781,153306.0,2.0,5379.0,61559.15,6156021.0,2.0,1
SKU264,2021-01-02,3500.0,8198,18.17738359201774,451,Skincare,0.0,0.0,0.0,0.0,0.0,9.0,8.0,127.0,221.0,7.0,18.0,1.0,66.99352095469618,681.0,1271.096435677558,112045.0,2.0,0.0,0.0,0.0,0.0,0
SKU1930,2021-05-08,2129.0,9982,11.27909604519774,885,Makeup,39.0,25.0,82.0,113.0,785.0,7.0,8.0,125.0,221.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU789,2021-02-13,3129.0,23620,20.10212765957447,1175,Skincare,0.0,0.0,0.0,0.0,0.0,11.0,6.0,70.0,127.0,0.0,32.0,0.0,0.0,1110.0,3012.539664651438,117478.0,2.0,0.0,0.0,0.0,0.0,1
SKU588,2022-12-10,3985.0,43641,20.67314069161535,2111,Makeup,116.0,73.0,153.0,371.0,2262.0,14.0,6.0,92.0,61.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU801,2022-05-14,2541.0,21191,17.76278290025147,1193,Skincare,38.0,21.0,40.0,65.0,417.0,12.0,7.0,117.0,209.0,3.0,25.0,0.0,0.0,515.0,1814.180028483188,94278.0,2.0,0.0,0.0,0.0,0.0,1
SKU469,2021-10-23,2552.0,30596,35.86869871043376,853,Makeup,94.0,67.0,183.0,363.0,2570.0,16.0,7.0,139.0,123.0,5.0,4.0,0.0,0.0,992.0,4409.790853568872,164849.0,4.0,11413.0,125721.77,10372142.0,6.0,0
SKU1506,2021-12-11,1933.0,20955,25.12589928057554,834,Makeup,61.0,39.0,113.0,186.0,1188.0,8.0,8.0,126.0,221.0,9.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU327,2022-12-10,4413.0,43829,26.21351674641148,1672,Makeup,35.0,14.0,30.0,0.0,0.0,11.0,6.0,67.0,125.0,1.0,19.0,0.0,0.0,964.0,4807.302533427338,149039.0,4.0,0.0,0.0,0.0,0.0,1
SKU1266,2021-07-31,5371.0,25655,18.73995617238861,1369,Skincare,85.0,63.0,192.0,413.0,2705.0,10.0,6.0,90.0,64.0,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6375.0,77040.81,7539723.0,2.0,1
SKU786,2021-11-27,2603.0,18757,30.20450885668277,621,Makeup,19.0,10.0,39.0,79.0,504.0,16.0,7.0,137.0,123.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,10309.0,111171.56,9223813.0,6.0,0
SKU204,2022-10-01,3768.0,20670,12.19469026548673,1695,Skincare,108.0,76.0,226.0,409.0,2798.0,10.0,7.0,151.0,186.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU1387,2022-02-26,5318.0,33372,22.05684071381361,1513,Makeup,25.0,18.0,62.0,107.0,532.0,0.0,6.0,77.0,98.0,4.0,25.0,0.0,0.0,1225.0,4185.823895821905,133161.0,4.0,5561.0,61269.64,6298228.0,2.0,1
SKU603,2022-12-10,1351.0,25134,29.6741440377804,847,Makeup,34.0,21.0,64.0,96.0,692.0,3.0,6.0,85.0,62.0,6.0,22.0,0.0,0.0,814.0,4326.544642556408,129018.0,2.0,0.0,0.0,0.0,0.0,0
SKU1099,2022-07-09,2976.0,32210,26.31535947712418,1224,Makeup,94.0,68.0,155.0,351.0,2187.0,6.0,6.0,81.0,108.0,8.0,44.0,0.0,0.0,701.0,2897.272926727299,110477.0,6.0,0.0,0.0,0.0,0.0,1
SKU950,2022-08-27,1533.0,40957,38.17054986020504,1073,Skincare,0.0,0.0,0.0,0.0,0.0,0.0,8.0,172.0,158.0,0.0,26.0,1.0,36.71363224887459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SKU819,2021-06-12,901.7280113639855,10962,26.03800475059382,421,Makeup,110.0,74.0,190.0,401.0,2653.0,0.0,6.0,78.0,98.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SKU765,2022-06-18,6985.0,42528,19.93811533052039,2133,Skincare,19.0,15.0,42.0,149.0,1154.0,0.0,6.0,76.0,96.0,0.0,14.0,0.0,0.0,1197.0,7464.981693561144,284905.0,4.0,0.0,0.0,0.0,0.0,1
SKU78,2022-12-10,4427.0,29847,22.47515060240964,1328,Makeup,112.0,79.0,213.0,471.0,3405.0,0.0,6.0,81.0,105.0,3.0,38.0,0.0,0.0,979.0,3223.052219488402,202245.0,4.0,0.0,0.0,0.0,0.0,1
SKU1514,2021-03-27,2530.0,17402,18.20292887029289,956,Makeup,24.0,21.0,54.0,91.0,501.0,0.0,6.0,82.0,105.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
